pair_id,vessel_only__detected_query_keypoints,vessel_only__detected_refer_keypoints,vessel_only__ratio_matches,vessel_only__inverse_consistency_matches,vessel_only__outlier_filter_matches,vessel_only__matches_after_consistency,vessel_only__geometry_inliers,vessel_only__geometry_inlier_rate,vessel_only__average_control_point_error,vessel_only__registration_success,vessel_only__failure_reason,vessel_only__query_grid_coverage,vessel_only__refer_grid_coverage,three_stage__detected_query_keypoints,three_stage__detected_refer_keypoints,three_stage__ratio_matches,three_stage__inverse_consistency_matches,three_stage__outlier_filter_matches,three_stage__matches_after_consistency,three_stage__geometry_inliers,three_stage__geometry_inlier_rate,three_stage__average_control_point_error,three_stage__registration_success,three_stage__failure_reason,three_stage__query_grid_coverage,three_stage__refer_grid_coverage,G0__detected_query_keypoints,G0__detected_refer_keypoints,G0__ratio_matches,G0__inverse_consistency_matches,G0__outlier_filter_matches,G0__matches_after_consistency,G0__geometry_inliers,G0__geometry_inlier_rate,G0__average_control_point_error,G0__registration_success,G0__failure_reason,G0__query_grid_coverage,G0__refer_grid_coverage
control_points_P17_1_2,303,294,124,118,77,77,77,1.0,7.962417055484051,True,,0.5625,0.5,306,291,121,115,76,76,76,1.0,6.672064231783919,True,,0.5625,0.5625,376,362,127,120,81,81,81,1.0,8.127490747744996,True,,0.5625,0.5625
control_points_P18_1_2,256,294,97,95,71,71,71,1.0,4.874436253752893,True,,0.4375,0.5,264,291,96,87,55,55,55,1.0,8.092117751885596,True,,0.5,0.4375,327,362,112,105,67,67,67,1.0,6.003349097680293,True,,0.5625,0.5
control_points_P19_1_2,382,368,214,208,165,165,165,1.0,3.3628720207653715,True,,0.875,0.75,367,355,221,208,167,167,167,1.0,4.149649623945909,True,,0.8125,0.75,455,442,241,233,192,192,192,1.0,5.363049709113732,True,,0.8125,0.6875
control_points_P20_1_2,375,327,174,171,105,105,105,1.0,7.539092875770962,True,,0.5625,0.5625,357,312,164,160,116,116,116,1.0,3.6913627399034157,True,,0.625,0.6875,461,413,195,185,155,155,155,1.0,7.778778261778271,True,,0.5625,0.5625
control_points_P21_1_2,413,401,204,197,124,124,124,1.0,3.573470475473394,True,,0.5625,0.625,383,382,185,180,113,113,113,1.0,3.4163453408773115,True,,0.6875,0.6875,513,521,252,250,187,187,187,1.0,4.222439736611554,True,,0.625,0.5625
control_points_P22_1_2,400,401,138,127,86,86,86,1.0,6.893430603910746,True,,0.375,0.375,396,382,130,123,82,82,82,1.0,8.621209444901998,True,,0.4375,0.4375,493,521,155,152,102,102,102,1.0,6.4518618069321905,True,,0.25,0.4375
control_points_P23_1_2,328,397,99,91,62,62,62,1.0,9.493915875057843,True,,0.5,0.4375,321,370,86,82,49,49,49,1.0,7.731235609776282,True,,0.5,0.5625,455,476,113,104,62,62,62,1.0,6.025424898485606,True,,0.375,0.375
control_points_P24_1_2,375,366,192,191,145,145,145,1.0,6.055872327083849,True,,0.6875,0.625,363,369,188,180,142,142,142,1.0,6.705260560840164,True,,0.75,0.625,455,457,234,229,185,185,185,1.0,4.601550200744399,True,,0.75,0.625
control_points_P25_1_2,351,373,154,145,90,90,90,1.0,12.867674736394637,True,,0.5625,0.5625,345,368,152,146,77,77,77,1.0,6.843898056020555,True,,0.625,0.625,432,469,170,154,102,102,102,1.0,5.258914201812324,True,,0.5625,0.5625
control_points_P26_1_2,319,390,137,132,83,83,83,1.0,5.760620034744818,True,,0.5625,0.5625,299,389,134,127,91,91,91,1.0,4.776658583346781,True,,0.625,0.625,417,476,153,145,104,104,104,1.0,4.24270815105512,True,,0.5625,0.625
control_points_P27_1_2,319,390,137,132,83,83,83,1.0,5.647427399622556,True,,0.5625,0.5625,299,389,134,127,91,91,91,1.0,4.808242679153453,True,,0.625,0.625,417,476,153,145,104,104,104,1.0,4.796453559297256,True,,0.5625,0.625
control_points_P28_1_2,359,379,132,126,89,89,89,1.0,5.017183955392672,True,,0.5625,0.625,349,362,129,114,76,76,76,1.0,11.327375337701824,True,,0.5,0.5625,453,467,150,141,87,87,87,1.0,9.267096447088749,True,,0.5,0.5625
control_points_P29_1_2,308,327,128,114,71,71,71,1.0,10.17957781083311,True,,0.5,0.5625,295,308,112,98,75,75,75,1.0,6.357991593423119,True,,0.6875,0.625,390,407,139,128,81,81,81,1.0,9.003865611902365,True,,0.5,0.5625
control_points_P30_1_2,349,411,109,107,64,64,64,1.0,13.602421488101086,True,,0.375,0.375,340,387,111,108,70,70,70,1.0,7.66604760107229,True,,0.4375,0.4375,430,460,115,108,65,65,65,1.0,16.908360708566974,True,,0.3125,0.4375
control_points_P31_1_2,341,411,114,106,61,61,61,1.0,8.2548752631476,True,,0.5,0.4375,320,387,99,96,66,66,66,1.0,11.25615746400495,True,,0.4375,0.5,405,460,103,98,57,57,57,1.0,9.869868060716167,True,,0.5,0.375
control_points_P32_1_2,369,395,235,226,195,195,195,1.0,3.543826376686863,True,,0.8125,0.875,361,367,203,199,155,155,155,1.0,3.8133021592063536,True,,0.75,0.8125,467,474,286,278,191,191,191,1.0,3.6022886062264616,True,,0.8125,0.875
control_points_P33_1_2,345,340,162,154,110,110,110,1.0,4.90832536872869,True,,0.625,0.5625,329,334,157,150,91,91,91,1.0,9.273453107468658,True,,0.75,0.5625,446,432,193,185,145,145,145,1.0,5.871172481745586,True,,0.6875,0.625
control_points_P34_1_2,324,365,99,94,69,69,69,1.0,5.896344455745375,True,,0.625,0.5,309,354,101,98,55,55,55,1.0,8.977951334924438,True,,0.5,0.5,442,462,130,124,87,87,87,1.0,5.163414920632551,True,,0.5625,0.5
control_points_P35_1_2,340,411,123,122,71,71,71,1.0,4.0384573800895085,True,,0.375,0.4375,330,391,135,125,77,77,77,1.0,5.643334865037474,True,,0.5625,0.5625,438,487,160,148,86,86,86,1.0,11.285979178693852,True,,0.5625,0.5625
control_points_P36_1_2,351,394,161,153,109,109,109,1.0,5.0459139743932955,True,,0.5625,0.4375,342,356,138,133,80,80,80,1.0,6.933876981254322,True,,0.5625,0.4375,454,465,186,184,119,119,119,1.0,6.170683643305024,True,,0.625,0.5625
control_points_P38_1_2,369,386,156,150,100,100,100,1.0,5.87898334913083,True,,0.5,0.5625,343,375,148,141,90,90,90,1.0,3.4190481298371447,True,,0.625,0.625,438,452,160,154,85,85,85,1.0,12.827794240925035,True,,0.5,0.4375
control_points_P39_1_2,341,387,207,200,173,173,173,1.0,2.749919394628123,True,,0.875,0.8125,336,379,204,200,151,151,151,1.0,4.016968225522776,True,,0.75,0.75,425,460,251,243,161,161,161,1.0,3.296531057511705,True,,0.75,0.8125
control_points_P40_1_2,329,297,149,143,103,103,103,1.0,4.026869324218027,True,,0.6875,0.625,311,283,143,136,99,99,99,1.0,4.445391668600967,True,,0.6875,0.75,403,388,188,176,122,122,122,1.0,4.092519561280473,True,,0.6875,0.8125
control_points_P41_1_2,333,297,109,93,47,47,47,1.0,20.097847972207074,True,,0.5,0.4375,315,283,105,99,55,55,55,1.0,19.317088500556185,True,,0.4375,0.375,412,388,138,127,66,66,66,1.0,5.743019995121497,True,,0.5,0.5625
control_points_P42_1_2,315,297,103,97,53,53,53,1.0,12.454185416717198,True,,0.375,0.375,309,283,107,99,55,55,55,1.0,17.830976138724218,True,,0.4375,0.4375,410,388,122,110,66,66,66,1.0,4.903904483043048,True,,0.5625,0.5625
control_points_P43_1_2,271,297,94,88,46,46,46,1.0,5.397059794644191,True,,0.5,0.5625,274,283,98,94,51,51,51,1.0,8.190510313726861,True,,0.4375,0.4375,356,388,119,111,62,62,62,1.0,5.709138911235394,True,,0.5,0.5
control_points_P44_1_2,280,297,93,89,44,44,44,1.0,47.86186086966778,True,,0.4375,0.4375,273,283,95,91,50,50,50,1.0,10.921084792742828,True,,0.375,0.4375,349,388,110,105,61,61,61,1.0,8.118085612870434,True,,0.375,0.4375
control_points_P45_1_2,333,329,160,147,96,96,96,1.0,5.386760666132484,True,,0.75,0.625,315,311,136,129,91,91,91,1.0,4.282316225197191,True,,0.6875,0.6875,412,403,171,159,116,116,116,1.0,5.367729726527237,True,,0.75,0.6875
control_points_P46_1_2,315,329,142,131,90,90,90,1.0,5.143666264816339,True,,0.625,0.625,309,311,136,127,74,74,74,1.0,8.11073188616564,True,,0.5,0.5,410,403,165,158,103,103,103,1.0,10.568545952712066,True,,0.625,0.5625
control_points_P47_1_2,271,329,141,139,100,100,100,1.0,2.7131507496240084,True,,0.625,0.6875,274,311,138,133,105,105,105,1.0,5.554676620992422,True,,0.625,0.625,356,403,163,156,94,94,94,1.0,10.972846891523192,True,,0.5,0.4375
control_points_P48_1_2,280,329,121,113,66,66,66,1.0,6.169767829079267,True,,0.5,0.5,273,311,110,107,85,85,85,1.0,5.88823575404864,True,,0.625,0.625,349,403,139,132,81,81,81,1.0,7.826075627842849,True,,0.4375,0.4375
control_points_P49_1_2,311,294,87,83,57,57,57,1.0,15.529387737918393,True,,0.3125,0.3125,309,291,81,73,46,46,46,1.0,12.096614124642144,True,,0.4375,0.375,401,362,102,91,62,62,62,1.0,6.809712571983759,True,,0.5,0.4375
control_points_S01_1_2,375,358,264,254,200,200,198,0.9514925373134329,2.9999350494304418,True,,0.8125,0.8125,360,356,254,250,228,228,226,0.9389312977099237,3.3875270449327943,True,,0.9375,0.875,443,450,294,286,256,256,256,0.9324324324324325,3.134104970103526,True,,0.875,0.8125
control_points_S02_1_2,368,358,245,238,197,197,196,0.9462809917355371,2.567785290652175,True,,0.8125,0.8125,351,356,240,235,200,200,199,0.9586776859504132,1.8077401358701515,True,,0.8125,0.8125,442,450,297,287,240,240,239,0.9763513513513513,2.7050007207000752,True,,0.9375,0.9375
control_points_S03_1_2,368,375,239,227,142,142,142,0.9478260869565217,3.766984915102527,True,,0.6875,0.6875,351,360,226,218,139,139,138,0.9567099567099567,3.568524652909898,True,,0.625,0.6875,442,443,268,262,222,222,222,0.9597069597069597,3.421583326112619,True,,0.9375,0.8125
control_points_S04_1_2,349,355,286,281,204,204,201,0.9081632653061225,1.4150277681798709,True,,0.875,0.8125,343,342,273,265,204,204,203,0.9301470588235294,1.8379065899972544,True,,0.9375,0.9375,424,424,323,318,275,275,273,0.8691588785046729,1.1612549395763332,True,,1.0,1.0
control_points_S05_1_2,289,355,195,189,168,168,168,0.898989898989899,1.4223734327965634,True,,0.875,0.8125,283,342,193,184,160,160,154,0.8762376237623762,1.3764690506593995,True,,0.875,0.875,342,424,218,215,187,187,186,0.883177570093458,1.866068349330492,True,,0.8125,0.8125
control_points_S06_1_2,289,349,215,209,174,174,170,0.9049773755656109,1.6847502523922226,True,,0.8125,0.875,283,343,206,200,162,162,161,0.9519230769230769,1.9152852482874632,True,,0.75,0.75,342,424,230,221,192,192,186,0.9282700421940928,2.005753403653535,True,,0.875,0.8125
control_points_S07_1_2,386,408,325,319,279,279,271,0.8885542168674698,1.0574790202504851,True,,1.0,1.0,388,387,295,285,239,239,231,0.8910256410256411,0.8841240804192869,True,,1.0,0.9375,471,485,369,364,309,309,303,0.9117647058823529,0.821429063369043,True,,0.9375,0.9375
control_points_S08_1_2,389,408,344,336,270,270,260,0.8653295128939829,1.0083158597091149,True,,0.9375,0.9375,394,387,331,328,245,245,242,0.9734513274336283,1.2719675143374676,True,,1.0,1.0,470,485,402,394,319,319,311,0.9189873417721519,1.1998306059524535,True,,1.0,1.0
control_points_S09_1_2,373,408,308,300,275,275,275,0.8571428571428571,1.1199423923308107,True,,1.0,1.0,368,387,294,287,238,238,232,0.9152542372881356,1.9168095838077832,True,,1.0,1.0,447,485,354,349,322,322,317,0.8805555555555555,1.138163410477202,True,,1.0,1.0
control_points_S10_1_2,333,408,253,240,180,180,178,0.9019607843137255,1.7139492169526527,True,,0.9375,0.9375,333,387,236,232,199,199,197,0.924,2.7408771707082384,True,,0.9375,0.9375,409,485,285,279,207,207,206,0.9016949152542373,1.7361275822682256,True,,0.9375,0.9375
control_points_S11_1_2,348,408,277,270,239,239,236,0.9127272727272727,1.1496504142003583,True,,1.0,1.0,340,387,252,245,216,216,215,0.916,1.5315594432919095,True,,1.0,1.0,421,485,276,268,231,231,228,0.9137931034482759,1.0892258251377773,True,,1.0,1.0
control_points_S12_1_2,395,408,324,322,284,284,279,0.9131736526946108,1.1052475554180146,True,,1.0,1.0,387,387,311,306,248,248,248,0.9278996865203761,1.3105251659568486,True,,1.0,1.0,476,485,394,389,353,353,349,0.9158163265306123,1.2805720810746148,True,,1.0,1.0
control_points_S13_1_2,345,408,266,261,234,234,234,0.9452554744525548,1.6435836035122524,True,,1.0,1.0,348,387,267,264,210,210,209,0.9104477611940298,1.6177432772945224,True,,1.0,1.0,439,485,299,288,257,257,257,0.9050632911392406,1.492877676112217,True,,1.0,1.0
control_points_S14_1_2,343,408,269,259,231,231,228,0.9388489208633094,2.1258295938675666,True,,1.0,1.0,341,387,248,245,198,198,195,0.9058823529411765,1.6195058579534762,True,,0.9375,0.9375,419,485,280,273,220,220,214,0.9290540540540541,1.445408564140892,True,,1.0,1.0
control_points_S15_1_2,389,386,318,317,291,291,290,0.9130434782608695,0.9604857326772789,True,,1.0,1.0,394,388,303,302,273,273,271,0.9113924050632911,0.8272320302576887,True,,1.0,1.0,470,471,369,364,327,327,317,0.924119241192412,0.9533350589343434,True,,1.0,1.0
control_points_S16_1_2,373,386,312,302,279,279,277,0.9003115264797508,1.3533580720809104,True,,1.0,1.0,368,388,294,288,214,214,208,0.9866220735785953,1.4669729046096043,True,,0.9375,0.9375,447,471,346,343,298,298,291,0.9175824175824175,1.0576139705947307,True,,1.0,1.0
control_points_S17_1_2,333,386,239,230,196,196,195,0.9718875502008032,2.1025712160614614,True,,0.9375,1.0,333,388,226,220,184,184,184,0.9787234042553191,2.3370869381444446,True,,0.9375,0.9375,409,471,273,265,199,199,196,0.960431654676259,1.8265780122792883,True,,0.9375,0.9375
control_points_S18_1_2,348,386,256,249,193,193,191,0.9771863117870723,1.817899060202062,True,,0.875,0.875,340,388,226,215,183,183,182,0.9358974358974359,1.3026626377364088,True,,0.875,0.9375,421,471,277,271,223,223,223,0.926829268292683,1.2667682177434958,True,,0.9375,1.0
