pair_id,vessel_only__detected_query_keypoints,vessel_only__detected_refer_keypoints,vessel_only__ratio_matches,vessel_only__inverse_consistency_matches,vessel_only__outlier_filter_matches,vessel_only__matches_after_consistency,vessel_only__geometry_inliers,vessel_only__geometry_inlier_rate,vessel_only__average_control_point_error,vessel_only__registration_success,vessel_only__failure_reason,vessel_only__query_grid_coverage,vessel_only__refer_grid_coverage,three_stage__detected_query_keypoints,three_stage__detected_refer_keypoints,three_stage__ratio_matches,three_stage__inverse_consistency_matches,three_stage__outlier_filter_matches,three_stage__matches_after_consistency,three_stage__geometry_inliers,three_stage__geometry_inlier_rate,three_stage__average_control_point_error,three_stage__registration_success,three_stage__failure_reason,three_stage__query_grid_coverage,three_stage__refer_grid_coverage,G0__detected_query_keypoints,G0__detected_refer_keypoints,G0__ratio_matches,G0__inverse_consistency_matches,G0__outlier_filter_matches,G0__matches_after_consistency,G0__geometry_inliers,G0__geometry_inlier_rate,G0__average_control_point_error,G0__registration_success,G0__failure_reason,G0__query_grid_coverage,G0__refer_grid_coverage
control_points_11_r_t,377,381,175,163,146,146,145,0.9234234234234234,3.702545639311215,True,,0.875,0.9375,399,404,212,189,172,172,171,0.9449152542372882,3.9855306684716942,True,,0.875,0.9375,452,429,213,191,147,147,147,0.9423868312757202,3.65850273643002,True,,0.875,0.875
control_points_12_r_t,352,376,154,144,133,133,131,0.9593023255813954,3.4830531546299746,True,,0.8125,0.8125,366,379,163,155,132,132,132,0.9715909090909091,3.53083755837496,True,,0.75,0.8125,431,420,198,179,155,155,155,0.9463414634146341,3.721136923286819,True,,0.75,0.8125
control_points_13_r_t,296,379,78,62,38,38,36,0.9226190476190477,4.530062225977721,True,,0.5,0.6875,287,382,68,58,44,44,40,0.9467455621301775,4.928517408955911,True,,0.5625,0.625,316,417,76,64,37,37,36,0.9516129032258065,5.125682377598498,True,,0.5,0.5
control_points_14_r_t,481,383,107,30,25,25,24,0.9127906976744186,6.113760174649609,True,,0.5625,0.625,521,406,122,28,24,24,24,0.9467455621301775,6.100614035772401,True,,0.625,0.5625,614,418,109,20,17,17,17,0.9682539682539683,6.340989964747116,True,,0.5,0.5
control_points_15_r_t,522,385,143,59,58,58,58,0.9367816091954023,3.335634502385466,True,,0.875,0.625,551,384,151,64,63,63,63,0.9075144508670521,3.798383753593313,True,,0.875,0.6875,652,417,161,62,50,50,49,0.9408602150537635,4.038974765041373,True,,0.6875,0.5625
control_points_16_r_t,300,381,57,42,26,26,26,0.907608695652174,6.18381675752146,True,,0.5,0.625,304,406,66,56,28,28,28,0.937799043062201,6.022240040007699,True,,0.4375,0.6875,317,424,52,45,24,24,24,0.9383886255924171,5.742781169411514,True,,0.375,0.5
control_points_17_r_t,273,379,59,48,25,25,25,0.94375,5.961849009082748,True,,0.4375,0.6875,277,382,70,60,39,39,39,0.9226519337016574,5.953512861800253,True,,0.5,0.6875,289,417,69,60,32,32,32,0.9162011173184358,5.969160804831245,True,,0.25,0.4375
control_points_18_r_t,302,373,159,151,123,123,120,0.9045801526717557,3.270431867935876,True,,0.6875,0.9375,293,402,158,151,129,129,127,0.9125475285171103,2.9450595103036457,True,,0.625,0.8125,327,444,179,169,143,143,143,0.8964401294498382,3.0032331654730124,True,,0.75,0.8125
control_points_19_r_t,296,354,95,87,74,74,72,0.9361702127659575,2.7179605765029717,True,,0.5,0.625,287,367,96,90,77,77,77,0.9497206703910615,2.6812384707122856,True,,0.5625,0.75,316,437,111,104,81,81,79,0.9644670050761421,2.551590181333823,True,,0.5625,0.6875
control_points_20_r_t,481,380,206,93,91,91,87,0.9416342412451362,2.327181516379971,True,,1.0,0.8125,521,401,209,88,67,67,66,0.9673469387755103,2.5645558665870127,True,,0.875,0.625,614,451,227,83,82,82,80,0.9288135593220339,3.0377906099751044,True,,1.0,0.875
control_points_21_r_t,522,355,146,63,56,56,56,0.9395604395604396,2.5471032259808606,True,,0.6875,0.5625,551,363,158,60,59,59,59,0.9560439560439561,2.6070637784778445,True,,0.625,0.625,652,433,156,62,61,61,61,0.949748743718593,2.320815737294887,True,,0.625,0.625
control_points_22_r_t,300,373,151,138,108,108,106,0.9396551724137931,3.88747482807632,True,,0.75,0.875,304,402,133,126,92,92,91,0.9364406779661016,3.397746452905732,True,,0.5625,1.0,317,444,153,141,109,109,108,0.9365079365079365,3.7379140850339376,True,,0.75,0.9375
control_points_23_r_t,273,354,91,83,72,72,72,0.9473684210526315,3.733192579708989,True,,0.4375,0.6875,277,367,86,80,69,69,69,0.96,3.8828071078494335,True,,0.5625,0.75,289,437,103,93,62,62,62,0.9555555555555556,3.6222001618675126,True,,0.4375,0.6875
control_points_24_r_t,359,372,133,121,101,101,101,0.9637681159420289,5.353136232012987,True,,0.8125,0.75,378,358,138,121,109,109,107,0.958041958041958,5.509404963068043,True,,0.75,0.875,448,415,145,137,124,124,124,0.9683544303797469,5.915678312282421,True,,0.75,0.8125
control_points_25_r_t,367,402,170,162,135,135,134,0.9453551912568307,4.012381618667418,True,,0.75,0.8125,379,412,171,164,141,141,140,0.9790575916230366,3.663543565173556,True,,0.75,0.875,430,454,191,172,158,158,155,0.9414634146341463,3.415004703107661,True,,0.8125,0.8125
control_points_26_r_t,394,372,150,136,111,111,109,0.9325153374233128,6.289255372256146,True,,0.8125,0.9375,414,358,152,141,114,114,114,0.9575757575757575,6.105667543142499,True,,0.6875,0.9375,464,415,156,138,112,112,112,0.9532163742690059,6.5702103001546455,True,,0.625,0.75
control_points_27_r_t,381,402,198,187,165,165,165,0.9436619718309859,4.626881809582211,True,,0.875,0.875,373,412,206,195,140,140,135,0.9383259911894273,4.126971101555089,True,,0.875,0.9375,438,454,229,209,182,182,182,0.9467213114754098,4.6434983563933825,True,,0.875,0.9375
control_points_28_r_t,308,373,55,46,28,28,28,0.9378531073446328,6.98764124745097,True,,0.375,0.625,315,361,69,54,36,36,34,0.945054945054945,7.298659893889572,True,,0.3125,0.5,331,420,49,43,28,28,27,0.9567567567567568,6.21289292065032,True,,0.3125,0.5625
control_points_29_r_t,278,400,72,59,42,42,42,0.9623655913978495,5.595268735431712,True,,0.5625,0.75,279,412,65,58,44,44,44,0.9387755102040817,5.653054433178446,True,,0.625,0.875,309,461,70,59,44,44,43,0.9414634146341463,5.065689187570658,True,,0.5,0.75
control_points_30_r_t,518,370,134,46,46,46,46,0.9367088607594937,5.3478567749786805,True,,1.0,1.0,555,357,132,42,32,32,32,0.9141104294478528,5.248305407014516,True,,0.5,0.5,643,420,135,36,31,31,27,0.9064327485380117,5.568895150430663,True,,0.5,0.625
control_points_31_r_t,514,394,126,52,51,51,50,0.9551282051282052,4.710404918258411,True,,0.625,0.6875,532,417,137,41,40,40,40,0.9814814814814815,4.737351455012152,True,,0.5625,0.625,631,457,121,39,33,33,33,0.9518072289156626,4.472845929248668,True,,0.4375,0.5
control_points_32_r_t,275,373,53,42,24,24,23,0.8873239436619719,7.054353725130407,True,,0.375,0.5,274,361,49,45,30,30,30,0.8881118881118881,6.360946656592258,True,,0.375,0.5,323,420,53,42,30,30,30,0.95,6.6619132679091955,True,,0.375,0.5625
control_points_33_r_t,391,392,291,122,113,113,112,0.890282131661442,1217.8865826940873,True,,0.5625,0.5625,380,394,174,162,126,126,124,0.9623655913978495,4.575448157050172,True,,0.6875,0.625,429,470,187,180,154,154,154,0.9439252336448598,4.506062965508625,True,,0.75,0.8125
control_points_34_r_t,387,377,276,100,77,77,77,0.74375,953.6998415858938,True,,0.6875,0.8125,396,388,188,179,163,163,163,0.9375,3.5454634369277653,True,,0.8125,0.875,451,433,192,178,138,138,137,0.9178082191780822,3.9094581936636463,True,,0.8125,0.8125
control_points_35_r_t,272,389,219,5,5,5,4,0.9548872180451128,1054.6253701899702,True,,0.75,1.0,256,390,26,21,12,12,12,0.9473684210526315,11.166300716292215,True,,0.375,0.375,261,469,28,21,12,12,12,0.9375,11.318029359034425,True,,0.375,0.4375
control_points_36_r_t,274,371,216,10,8,8,5,0.625,96.63542752298868,True,,0.125,0.1875,280,387,45,34,22,22,22,0.9444444444444444,7.673356576859113,True,,0.3125,0.375,305,430,42,36,26,26,25,0.9242424242424242,7.841495071896884,True,,0.375,0.5
control_points_37_r_t,489,385,354,49,48,48,48,0.963855421686747,825.964088244417,True,,0.5625,0.4375,502,394,133,61,50,50,50,0.9245283018867925,8.902563431208634,True,,0.625,0.5,583,465,147,59,54,54,53,0.9349112426035503,8.911476350577649,True,,0.6875,0.5625
control_points_38_r_t,517,372,404,29,26,26,26,0.8516320474777448,970.278588884254,True,,0.4375,0.375,520,391,88,32,30,30,30,0.9142857142857143,9.389553468551414,True,,0.5,0.375,616,431,80,67,62,62,61,0.9306930693069307,9.127347283261368,True,,0.75,0.625
control_points_39_r_t,280,389,214,1,1,1,0,0.0,1000000.0,False,"control_points_39_r_t: 匹配点不足 (仅1个, 需要至少4个用于计算初始位移)",0.75,1.0,278,390,39,26,17,17,17,0.9076923076923077,16.84290111353447,True,,0.3125,0.375,319,469,39,29,17,17,17,0.9104477611940298,17.03252967467983,True,,0.4375,0.5
control_points_40_r_t,293,371,235,3,3,3,0,0.0,1000000.0,False,"control_points_40_r_t: 匹配点不足 (仅3个, 需要至少4个用于计算初始位移)",0.75,1.0,285,387,23,18,9,9,5,0.5555555555555556,1076.1033160352133,True,,0.3125,0.25,309,430,23,16,7,7,4,0.8387096774193549,41.99856608828489,True,,0.3125,0.25
control_points_41_r_t,391,391,242,230,202,202,197,0.921875,3.2114512125466947,True,,0.875,0.9375,380,404,240,233,173,173,172,0.9770114942528736,4.4793304296228476,True,,0.875,0.9375,429,456,254,238,169,169,164,0.9245283018867925,3.611666142905557,True,,0.8125,0.8125
control_points_42_r_t,387,400,235,230,206,206,204,0.9607843137254902,2.8687019737195647,True,,0.9375,0.9375,396,424,249,246,211,211,208,0.9325396825396826,2.3031674980412755,True,,0.9375,1.0,451,455,261,250,189,189,188,0.9328358208955224,2.4760610058538544,True,,1.0,1.0
control_points_43_r_t,272,393,41,35,20,20,17,0.8777777777777778,7.121172678951779,True,,0.4375,0.5,256,409,34,27,17,17,15,0.9166666666666666,6.68555768876875,True,,0.4375,0.5625,261,467,38,31,20,20,18,0.9666666666666667,7.551391425324993,True,,0.5625,0.5625
control_points_44_r_t,274,410,60,51,31,31,31,0.9365079365079365,6.258037786071703,True,,0.375,0.5625,280,433,67,60,43,43,41,0.9432989690721649,5.7732590180346435,True,,0.4375,0.6875,305,467,67,60,38,38,38,0.9385474860335196,5.726643143237808,True,,0.25,0.5
control_points_45_r_t,489,394,142,60,53,53,53,0.9254658385093167,5.116460337900912,True,,0.8125,0.6875,502,411,142,64,62,62,56,0.9568345323741008,5.7026330397358755,True,,0.6875,0.6875,583,471,146,70,69,69,68,0.9444444444444444,5.392569394592917,True,,0.6875,0.5625
control_points_46_r_t,517,410,129,51,49,49,47,0.930379746835443,7.115706821655078,True,,0.75,0.75,520,431,141,51,43,43,43,0.8587570621468926,6.471163962831504,True,,0.5,0.6875,616,470,123,109,92,92,87,0.9101123595505618,6.921733163597608,True,,0.9375,0.9375
control_points_47_r_t,280,393,52,46,30,30,30,0.8958333333333334,12.237739342524897,True,,0.5625,0.625,278,409,58,49,26,26,26,0.9144736842105263,12.195898819965121,True,,0.5,0.5625,319,467,60,52,27,27,27,0.91875,12.728081841265189,True,,0.5,0.5
control_points_48_r_t,293,410,45,33,18,18,18,0.9473684210526315,12.996969669535822,True,,0.375,0.5625,285,433,48,36,23,23,23,0.926829268292683,13.222324441985043,True,,0.375,0.625,309,467,47,34,18,18,18,0.9126984126984127,12.737685044423033,True,,0.3125,0.3125
control_points_49_r_t,272,391,74,58,46,46,46,0.903448275862069,4.917921710165798,True,,0.625,0.75,256,377,58,51,30,30,30,0.9016393442622951,5.73159225613455,True,,0.5625,0.5625,261,437,61,54,42,42,42,0.9375,6.127439933837298,True,,0.5,0.625
control_points_50_r_t,274,390,95,86,61,61,61,0.9767441860465116,3.595565508393554,True,,0.4375,0.75,280,397,112,102,85,85,84,0.9663461538461539,3.677331689486208,True,,0.5,0.875,305,451,110,104,76,76,75,0.9728506787330317,3.626425799911192,True,,0.5625,0.6875
control_points_51_r_t,489,383,149,79,75,75,72,0.9473684210526315,3.580022030551289,True,,0.5625,0.5,502,376,157,79,58,58,58,0.93048128342246,4.06339421962662,True,,0.5625,0.4375,583,435,167,76,65,65,64,0.9371980676328503,3.7693016474603667,True,,0.6875,0.5
control_points_52_r_t,517,385,171,76,68,68,68,0.9466019417475728,5.291843785180874,True,,0.9375,0.875,520,406,168,80,71,71,70,0.9441860465116279,5.198510140149636,True,,0.9375,0.875,616,462,168,146,126,126,126,0.9392523364485982,4.753666065070685,True,,1.0,0.9375
control_points_53_r_t,280,391,87,76,58,58,58,0.8908045977011494,9.44035323165768,True,,0.625,0.8125,278,377,85,74,56,56,55,0.9127906976744186,8.363237664256559,True,,0.75,0.8125,319,437,84,74,46,46,46,0.9042553191489362,9.569556716713,True,,0.5625,0.625
control_points_54_r_t,293,390,66,58,36,36,32,0.9403973509933775,10.524575699832093,True,,0.5,0.625,285,397,73,60,38,38,36,0.9263803680981595,10.544367500437039,True,,0.625,0.8125,309,451,75,63,39,39,38,0.9266666666666666,10.415091799050382,True,,0.625,0.625
control_points_55_r_t,414,411,191,176,158,158,157,0.9471153846153846,3.1392716264062446,True,,0.875,0.875,416,412,182,170,145,145,144,0.9387755102040817,3.304651473489949,True,,0.8125,0.75,472,497,201,192,143,143,143,0.9724770642201835,3.1903285649690596,True,,0.5625,0.5625
control_points_56_r_t,377,405,213,203,166,166,164,0.9508928571428571,3.476989085826814,True,,1.0,1.0,389,420,228,212,176,176,176,0.9317269076305221,3.0611970731302356,True,,0.9375,1.0,433,471,250,235,209,209,204,0.9435483870967742,2.797294635482775,True,,1.0,1.0
control_points_57_r_t,428,411,189,167,126,126,125,0.9278350515463918,3.4077254635423997,True,,0.8125,0.9375,430,412,169,156,147,147,147,0.949748743718593,3.189820604875667,True,,0.875,0.9375,496,497,205,190,162,162,162,0.9575471698113207,3.448846644943273,True,,0.8125,0.875
control_points_58_r_t,414,405,169,154,143,143,142,0.9578947368421052,5.225073698146175,True,,0.8125,0.9375,408,420,177,163,131,131,130,0.9430051813471503,5.135849254085321,True,,0.75,0.8125,465,471,180,165,116,116,116,0.9264705882352942,5.504821780449704,True,,0.6875,0.8125
control_points_59_r_t,299,416,44,32,16,16,16,0.9363057324840764,4.9858635512349645,True,,0.4375,0.5625,306,410,34,27,16,16,16,0.9490445859872612,5.163344441233725,True,,0.4375,0.5,335,488,51,43,25,25,24,0.9375,5.333914316397995,True,,0.5,0.5625
control_points_60_r_t,261,404,34,28,22,22,22,0.9333333333333333,7.8183341842031195,True,,0.4375,0.5,255,421,37,29,20,20,20,0.9618320610687023,7.124906945350557,True,,0.4375,0.4375,297,470,28,24,20,20,19,0.976,8.43024605557355,True,,0.4375,0.4375
control_points_61_r_t,300,416,39,29,16,16,14,0.9124087591240876,10.50520616973188,True,,0.4375,0.4375,307,410,36,28,18,18,15,0.9383561643835616,9.56516785289294,True,,0.4375,0.375,338,488,52,37,23,23,23,0.9423076923076923,9.764462641751924,True,,0.375,0.5625
control_points_62_r_t,294,404,40,31,19,19,19,0.9083969465648855,10.026411392617531,True,,0.375,0.4375,314,421,55,43,31,31,31,0.9477611940298507,10.0502578329742,True,,0.5,0.5,340,470,59,46,24,24,22,0.9420289855072463,9.968780970419475,True,,0.4375,0.4375
control_points_63_r_t,428,414,207,197,178,178,177,0.9571428571428572,2.8397350216454202,True,,0.9375,0.9375,430,416,209,199,184,184,184,0.9444444444444444,3.5554370025472033,True,,0.875,0.9375,496,472,226,209,190,190,187,0.9487179487179487,3.460961290334738,True,,0.875,0.9375
control_points_64_r_t,414,377,214,201,173,173,173,0.9124423963133641,4.504580101362545,True,,1.0,1.0,408,389,192,182,145,145,140,0.9468599033816425,4.894592480345452,True,,0.9375,0.9375,465,433,215,197,167,167,167,0.9251101321585903,4.0826890312618715,True,,0.9375,1.0
control_points_65_r_t,299,413,79,67,47,47,46,0.9635416666666666,4.228929932722177,True,,0.5625,0.75,306,418,79,64,53,53,53,0.9533678756476683,4.1350670727927135,True,,0.375,0.6875,335,467,80,68,47,47,45,0.9558011049723757,4.756451974332337,True,,0.5,0.625
control_points_66_r_t,261,379,68,61,45,45,43,0.9411764705882353,4.889504911625104,True,,0.5,0.6875,255,390,60,55,35,35,35,0.9225352112676056,5.127120334897543,True,,0.5,0.5625,297,428,71,62,47,47,47,0.9662162162162162,5.013891232521583,True,,0.4375,0.5625
control_points_67_r_t,542,417,148,58,51,51,49,0.9314285714285714,5.708323133180905,True,,0.625,0.5625,562,416,162,60,52,52,44,0.9388888888888889,5.849428291558813,True,,0.8125,0.625,670,476,160,55,51,51,50,0.9333333333333333,5.699027102994784,True,,0.625,0.5
control_points_68_r_t,505,378,89,36,31,31,27,0.9107142857142857,7.0506923570980575,True,,0.5625,0.5,531,389,91,34,33,33,31,0.9523809523809523,6.655592743225547,True,,0.4375,0.4375,640,427,99,76,66,66,66,0.9236641221374046,6.202958297312605,True,,0.8125,0.6875
control_points_69_r_t,300,413,71,57,30,30,30,0.9308176100628931,7.377578859862712,True,,0.5,0.625,307,418,71,60,41,41,41,0.9367088607594937,6.8671755932460306,True,,0.5,0.625,338,467,65,54,39,39,39,0.9423076923076923,8.371094533708744,True,,0.5625,0.6875
control_points_70_r_t,294,379,70,57,42,42,42,0.9172413793103448,6.942088812280551,True,,0.5,0.5625,314,390,84,67,46,46,46,0.9178082191780822,6.719578348817675,True,,0.5625,0.6875,340,428,73,64,40,40,40,0.974025974025974,6.978307935305355,True,,0.5,0.6875
