method,pair_id,transform,transform_type,detected_original,detected_transformed,spatial_positive_pairs,detector_repeatability_original,detector_repeatability_symmetric,positive_descriptor_distance,nearest_spatial_negative_distance,descriptor_margin,ratio_matches,ratio_pass_rate,bidirectional_matches,bidirectional_pass_rate,ransac_inliers,ransac_inlier_rate,inlier_grid_cells,inlier_grid_coverage,inlier_hull_fraction,outer_border_original,outer_border_repeated,outer_border_repeatability
G7,60_r_t,local_contrast_clahe,clahe,305,349,237,0.7770491803278688,0.7247706422018348,0.28648576492498695,1.1661689017392411,0.8796831368142541,288,0.9442622950819672,285,0.9895833333333334,218,0.7649122807017544,37,0.578125,0.3907158689843393,0,0,0.0
G7,60_r_t,low_frequency_shading,low_frequency_shading,305,307,260,0.8524590163934426,0.8496732026143791,0.14333252888172865,1.1592096058221963,1.0158770769404677,286,0.9377049180327869,283,0.9895104895104895,246,0.8692579505300353,36,0.5625,0.39433276713248744,0,0,0.0
G15,01_r_t,identity,identity,462,462,462,1.0,1.0,0.0,1.19154827109663,1.19154827109663,462,1.0,462,1.0,462,1.0,47,0.734375,0.5909322573647205,0,0,0.0
G15,01_r_t,gamma_075,gamma,462,465,415,0.8982683982683982,0.895361380798274,0.09268306054803262,1.1910377801182759,1.0983547195702432,445,0.9632034632034632,445,1.0,396,0.8898876404494382,46,0.71875,0.586117469332206,0,0,0.0
G15,01_r_t,gamma_135,gamma,462,464,427,0.9242424242424242,0.9222462203023758,0.09679638133744166,1.1920416980493265,1.0952453167118847,449,0.9718614718614719,449,1.0,410,0.9131403118040089,47,0.734375,0.5833102722276611,0,0,0.0
G15,01_r_t,darker_contrast,brightness_contrast,462,470,435,0.9415584415584416,0.9334763948497854,0.07903155832626353,1.191611799700507,1.1125802413742434,453,0.9805194805194806,453,1.0,421,0.9293598233995585,46,0.71875,0.5811398629405482,0,0,0.0
G15,01_r_t,gaussian_blur_12,gaussian_blur,462,453,422,0.9134199134199135,0.9224043715846995,0.06314205646656136,1.1915351069086535,1.128393050442092,442,0.9567099567099567,441,0.997737556561086,413,0.9365079365079365,46,0.71875,0.5873540776670226,0,0,0.0
G15,01_r_t,local_contrast_clahe,clahe,462,492,374,0.8095238095238095,0.7840670859538784,0.23117946833372116,1.192006725997211,0.9608272576634898,433,0.9372294372294372,431,0.9953810623556582,339,0.7865429234338747,45,0.703125,0.5794997431989438,0,0,0.0
G15,01_r_t,low_frequency_shading,low_frequency_shading,462,459,421,0.9112554112554112,0.9142236699239956,0.10161359173703646,1.1909526129233299,1.0893390211862934,445,0.9632034632034632,444,0.9977528089887641,403,0.9076576576576577,47,0.734375,0.5871431670523318,0,0,0.0
G15,10_r_t,identity,identity,327,327,327,1.0,1.0,0.0,1.1916419628563277,1.1916419628563277,327,1.0,327,1.0,327,1.0,39,0.609375,0.41689205300497256,0,0,0.0
G15,10_r_t,gamma_075,gamma,327,332,295,0.9021406727828746,0.8952959028831563,0.09153128847227258,1.1926601888769763,1.1011289004047038,314,0.9602446483180428,314,1.0,260,0.8280254777070064,35,0.546875,0.3977914818029835,0,0,0.0
G15,10_r_t,gamma_135,gamma,327,317,280,0.8562691131498471,0.8695652173913043,0.11650983242850219,1.1896353821669305,1.0731255497384284,305,0.9327217125382263,305,1.0,262,0.8590163934426229,39,0.609375,0.412010914994856,0,0,0.0
G15,10_r_t,darker_contrast,brightness_contrast,327,316,273,0.8348623853211009,0.8491446345256609,0.10415657709315146,1.1938940906699325,1.089737513576781,306,0.9357798165137615,305,0.9967320261437909,259,0.8491803278688524,34,0.53125,0.3812755415523548,0,0,0.0
G15,10_r_t,gaussian_blur_12,gaussian_blur,327,326,307,0.9388379204892966,0.9402756508422665,0.06256047841950231,1.1914104986268457,1.1288500202073433,319,0.9755351681957186,319,1.0,300,0.9404388714733543,39,0.609375,0.4130420658650549,0,0,0.0
G15,10_r_t,local_contrast_clahe,clahe,327,352,252,0.7706422018348624,0.7422680412371134,0.22219809777443372,1.192647860873313,0.9704497630988793,310,0.9480122324159022,310,1.0,228,0.7354838709677419,37,0.578125,0.41033754143804296,0,0,0.0
G15,10_r_t,low_frequency_shading,low_frequency_shading,327,330,310,0.9480122324159022,0.943683409436834,0.07654006848292004,1.1904651982168997,1.1139251297339796,318,0.9724770642201835,318,1.0,300,0.9433962264150944,39,0.609375,0.41689205300497256,0,0,0.0
G15,20_r_t,identity,identity,575,575,575,1.0,1.0,0.0,1.1857778547121132,1.1857778547121132,575,1.0,575,1.0,575,1.0,61,0.953125,0.8125808352350768,15,15,1.0
G15,20_r_t,gamma_075,gamma,575,588,509,0.8852173913043478,0.8753224419604472,0.1269256830918063,1.1843463496281261,1.05742066653632,544,0.9460869565217391,544,1.0,496,0.9117647058823529,61,0.953125,0.8117637981069857,15,15,1.0
G15,20_r_t,gamma_135,gamma,575,551,478,0.831304347826087,0.8490230905861457,0.152283851782086,0.9999999840389235,0.8477161322568375,571,0.9930434782608696,513,0.8984238178633975,458,0.8927875243664717,61,0.953125,0.8047553498228306,15,10,0.6666666666666666
G15,20_r_t,darker_contrast,brightness_contrast,575,584,513,0.8921739130434783,0.8852459016393442,0.12331582017271955,0.9999999841983788,0.8766841640256592,571,0.9930434782608696,544,0.9527145359019265,496,0.9117647058823529,61,0.953125,0.8098339403769995,15,12,0.8
G15,20_r_t,gaussian_blur_12,gaussian_blur,575,570,504,0.8765217391304347,0.880349344978166,0.10976643145586999,1.1864072909903904,1.0766408595345205,535,0.9304347826086956,535,1.0,486,0.908411214953271,61,0.953125,0.8116042988311626,15,14,0.9333333333333333
G15,20_r_t,local_contrast_clahe,clahe,575,667,470,0.8173913043478261,0.7568438003220612,0.25969103574752805,0.9999999837672456,0.7403089480197176,563,0.9791304347826087,528,0.9378330373001776,441,0.8352272727272727,61,0.953125,0.7951327835646602,15,11,0.7333333333333333
G15,20_r_t,low_frequency_shading,low_frequency_shading,575,578,512,0.8904347826086957,0.8881179531656548,0.1317820617405232,1.1851383403409272,1.053356278600404,541,0.9408695652173913,540,0.9981515711645101,489,0.9055555555555556,61,0.953125,0.8117075140693393,15,13,0.8666666666666667
G15,30_r_t,identity,identity,609,609,609,1.0,1.0,0.0,1.188223572983139,1.188223572983139,609,1.0,609,1.0,609,1.0,60,0.9375,0.8218708747307719,18,18,1.0
G15,30_r_t,gamma_075,gamma,609,608,556,0.9129720853858785,0.913722267871816,0.11763423561326249,1.1881348307398583,1.0705005951265958,579,0.9507389162561576,577,0.9965457685664939,541,0.9376083188908145,60,0.9375,0.8163830975527634,18,17,0.9444444444444444
G15,30_r_t,gamma_135,gamma,609,600,548,0.8998357963875205,0.9065343258891646,0.1049995704921112,0.9998963645992488,0.8948967941071376,568,0.9326765188834154,568,1.0,535,0.9419014084507042,60,0.9375,0.8152353708266304,18,14,0.7777777777777778
G15,30_r_t,darker_contrast,brightness_contrast,609,612,564,0.9261083743842364,0.9238329238329238,0.09294274055022508,1.1887108537744968,1.0957681132242718,584,0.9589490968801314,584,1.0,551,0.9434931506849316,60,0.9375,0.816612075047165,18,13,0.7222222222222222
G15,30_r_t,gaussian_blur_12,gaussian_blur,609,608,548,0.8998357963875205,0.9005751848808545,0.12132924568098392,1.1868212829976186,1.0654920373166346,576,0.9458128078817734,576,1.0,529,0.9184027777777778,60,0.9375,0.8203941285560823,18,17,0.9444444444444444
G15,30_r_t,local_contrast_clahe,clahe,609,679,520,0.8538587848932676,0.8074534161490683,0.2373776690174754,0.9999657538074713,0.762588084789996,596,0.9786535303776683,565,0.947986577181208,488,0.863716814159292,59,0.921875,0.8093703068799469,18,15,0.8333333333333334
G15,30_r_t,low_frequency_shading,low_frequency_shading,609,608,545,0.8949096880131363,0.895645028759244,0.13726371585502536,1.1869502320202119,1.0496865161651865,574,0.9425287356321839,573,0.9982578397212544,528,0.9214659685863874,60,0.9375,0.8110474709928437,18,14,0.7777777777777778
G15,39_r_t,identity,identity,291,291,291,1.0,1.0,0.0,1.1962148078118813,1.1962148078118813,291,1.0,291,1.0,291,1.0,38,0.59375,0.4086691913508802,0,0,0.0
G15,39_r_t,gamma_075,gamma,291,282,258,0.8865979381443299,0.900523560209424,0.10834263146732205,1.1983079462088355,1.0899653147415134,273,0.9381443298969072,273,1.0,242,0.8864468864468864,37,0.578125,0.4032212943315615,0,0,0.0
G15,39_r_t,gamma_135,gamma,291,280,237,0.8144329896907216,0.830122591943958,0.11837298885176453,1.1963350335253944,1.0779620446736298,265,0.9106529209621993,265,1.0,224,0.8452830188679246,37,0.578125,0.3966685688871742,0,0,0.0
G15,39_r_t,darker_contrast,brightness_contrast,291,290,263,0.9037800687285223,0.9053356282271945,0.11335145563113826,1.1954779167139031,1.0821264610827648,280,0.9621993127147767,280,1.0,245,0.875,37,0.578125,0.4025894534822245,0,0,0.0
G15,39_r_t,gaussian_blur_12,gaussian_blur,291,288,266,0.9140893470790378,0.918825561312608,0.06987738857199823,1.1967881707320536,1.1269107821600552,280,0.9621993127147767,280,1.0,256,0.9142857142857143,38,0.59375,0.40719787290666437,0,0,0.0
G15,39_r_t,local_contrast_clahe,clahe,291,341,226,0.7766323024054983,0.7151898734177216,0.2455728185915314,1.195105297903044,0.9495324793115127,274,0.9415807560137457,274,1.0,202,0.7372262773722628,34,0.53125,0.3938193685342364,0,0,0.0
G15,39_r_t,low_frequency_shading,low_frequency_shading,291,293,264,0.9072164948453608,0.9041095890410958,0.08935824895249397,1.1960684408744175,1.1067101919219235,286,0.9828178694158075,286,1.0,255,0.8916083916083916,38,0.59375,0.40626652163351623,0,0,0.0
G15,40_r_t,identity,identity,306,306,306,1.0,1.0,0.0,1.201796217291963,1.201796217291963,306,1.0,306,1.0,306,1.0,39,0.609375,0.41412512592163925,0,0,0.0
G15,40_r_t,gamma_075,gamma,306,313,264,0.8627450980392157,0.8529886914378029,0.14980077974949824,1.1998791365009365,1.0500783567514382,291,0.9509803921568627,291,1.0,248,0.852233676975945,39,0.609375,0.4127336248285322,0,0,0.0
G15,40_r_t,gamma_135,gamma,306,288,242,0.7908496732026143,0.8148148148148148,0.13806337761608037,1.2019617301373442,1.0638983525212637,273,0.8921568627450981,273,1.0,227,0.8315018315018315,37,0.578125,0.4008379370641861,0,0,0.0
G15,40_r_t,darker_contrast,brightness_contrast,306,299,256,0.8366013071895425,0.8462809917355372,0.1361507538240403,1.204246160108596,1.0680954062845558,283,0.9248366013071896,282,0.9964664310954063,244,0.8652482269503546,38,0.59375,0.4022226285651006,0,0,0.0
G15,40_r_t,gaussian_blur_12,gaussian_blur,306,314,275,0.8986928104575164,0.8870967741935484,0.12644365152174777,1.2025998986851085,1.0761562471633608,289,0.9444444444444444,289,1.0,262,0.9065743944636678,38,0.59375,0.41138074863540236,0,0,0.0
G15,40_r_t,local_contrast_clahe,clahe,306,350,215,0.7026143790849673,0.6554878048780488,0.2882246041020682,1.1971801391867705,0.9089555350847023,279,0.9117647058823529,278,0.996415770609319,183,0.658273381294964,38,0.59375,0.4094700440457819,0,0,0.0
G15,40_r_t,low_frequency_shading,low_frequency_shading,306,310,268,0.8758169934640523,0.8701298701298701,0.1385906686617145,1.2004574875333416,1.0618668188716271,288,0.9411764705882353,288,1.0,256,0.8888888888888888,39,0.609375,0.4134040905778464,0,0,0.0
G15,50_r_t,identity,identity,310,310,310,1.0,1.0,0.0,1.2060593278177323,1.2060593278177323,310,1.0,310,1.0,310,1.0,38,0.59375,0.4095081107824646,0,0,0.0
G15,50_r_t,gamma_075,gamma,310,311,282,0.9096774193548387,0.9082125603864735,0.10974316153648897,1.203964167664237,1.094221006127748,300,0.967741935483871,300,1.0,271,0.9033333333333333,38,0.59375,0.404366087248514,0,0,0.0
G15,50_r_t,gamma_135,gamma,310,312,271,0.8741935483870967,0.8713826366559485,0.11703761697942701,1.2037178638676436,1.0866802468882166,298,0.9612903225806452,298,1.0,258,0.8657718120805369,37,0.578125,0.40539388913894603,0,0,0.0
G15,50_r_t,darker_contrast,brightness_contrast,310,304,279,0.9,0.9087947882736156,0.09629642407953953,1.2067748852955398,1.1104784612160001,296,0.9548387096774194,296,1.0,272,0.918918918918919,38,0.59375,0.4076633810942501,0,0,0.0
G15,50_r_t,gaussian_blur_12,gaussian_blur,310,305,286,0.9225806451612903,0.9300813008130081,0.060211580565811454,1.2077427593978134,1.147531178832002,301,0.9709677419354839,301,1.0,283,0.9401993355481728,37,0.578125,0.4068170939071788,0,0,0.0
G15,50_r_t,local_contrast_clahe,clahe,310,352,240,0.7741935483870968,0.7250755287009063,0.25384604608019196,1.201486616830031,0.9476405707498392,296,0.9548387096774194,296,1.0,216,0.7297297297297297,32,0.5,0.3665851301726109,0,0,0.0
G15,50_r_t,low_frequency_shading,low_frequency_shading,310,310,288,0.9290322580645162,0.9290322580645162,0.10535904440459692,1.2041768572396703,1.0988178128350734,300,0.967741935483871,300,1.0,275,0.9166666666666666,38,0.59375,0.40824677336962734,0,0,0.0
G15,60_r_t,identity,identity,286,286,286,1.0,1.0,0.0,1.1951275792988865,1.1951275792988865,286,1.0,286,1.0,286,1.0,36,0.5625,0.40148920199617055,0,0,0.0
G15,60_r_t,gamma_075,gamma,286,283,242,0.8461538461538461,0.8506151142355008,0.1294633846206606,1.193869302588061,1.0644059179674004,272,0.951048951048951,271,0.9963235294117647,221,0.8154981549815498,36,0.5625,0.38982459383573387,0,0,0.0
G15,60_r_t,gamma_135,gamma,286,280,253,0.8846153846153846,0.8939929328621908,0.12913553481516632,1.195726435646238,1.0665909008310717,266,0.9300699300699301,266,1.0,242,0.9097744360902256,36,0.5625,0.3961325088591678,0,0,0.0
G15,60_r_t,darker_contrast,brightness_contrast,286,279,254,0.8881118881118881,0.8991150442477877,0.11963580061102241,1.1955029483385913,1.075867147727569,268,0.9370629370629371,267,0.996268656716418,240,0.898876404494382,35,0.546875,0.3784618403849451,0,0,0.0
G15,60_r_t,gaussian_blur_12,gaussian_blur,286,288,262,0.916083916083916,0.9128919860627178,0.09117914818739163,1.192815485573907,1.1016363373865155,278,0.972027972027972,278,1.0,246,0.8848920863309353,36,0.5625,0.40148920199617055,0,0,0.0
G15,60_r_t,local_contrast_clahe,clahe,286,329,215,0.7517482517482518,0.6991869918699187,0.27827942385229953,1.193395834468132,0.9151164106158324,262,0.916083916083916,262,1.0,198,0.7557251908396947,34,0.53125,0.3843043588534522,0,0,0.0
G15,60_r_t,low_frequency_shading,low_frequency_shading,286,290,253,0.8846153846153846,0.8784722222222222,0.13897575174454643,1.1932054543683652,1.0542297026238188,274,0.958041958041958,273,0.9963503649635036,240,0.8791208791208791,36,0.5625,0.401133540344936,0,0,0.0
