method,pair_id,transform,transform_type,detected_original,detected_transformed,spatial_positive_pairs,detector_repeatability_original,detector_repeatability_symmetric,positive_descriptor_distance,nearest_spatial_negative_distance,descriptor_margin,ratio_matches,ratio_pass_rate,bidirectional_matches,bidirectional_pass_rate,ransac_inliers,ransac_inlier_rate,inlier_grid_cells,inlier_grid_coverage,inlier_hull_fraction,outer_border_original,outer_border_repeated,outer_border_repeatability
G7,50_r_t,gamma_075,gamma,331,325,289,0.8731117824773413,0.8810975609756098,0.11279322619462921,1.165892692791962,1.0530994665973328,313,0.945619335347432,312,0.9968051118210862,276,0.8846153846153846,39,0.609375,0.4025610987868656,0,0,0.0
G7,50_r_t,gamma_135,gamma,331,319,277,0.8368580060422961,0.8523076923076923,0.11796563031279654,1.172302189071256,1.0543365587584594,309,0.9335347432024169,307,0.9935275080906149,260,0.8469055374592834,36,0.5625,0.4064205747027892,0,0,0.0
G7,50_r_t,darker_contrast,brightness_contrast,331,321,298,0.9003021148036254,0.9141104294478528,0.09981886126201024,1.1696210477576159,1.0698021864956055,315,0.9516616314199395,314,0.9968253968253968,287,0.9140127388535032,38,0.59375,0.4101147226508916,0,0,0.0
G7,50_r_t,gaussian_blur_12,gaussian_blur,331,326,307,0.9274924471299094,0.9345509893455098,0.06261041472857083,1.1696013907267915,1.1069909759982206,319,0.9637462235649547,319,1.0,296,0.9278996865203761,39,0.609375,0.4092560442386831,0,0,0.0
G7,50_r_t,local_contrast_clahe,clahe,331,372,251,0.7583081570996979,0.7140825035561877,0.2539056515491816,1.1684520432198664,0.9145463916706849,314,0.9486404833836858,311,0.9904458598726115,226,0.7266881028938906,36,0.5625,0.4022378106067101,0,0,0.0
G7,50_r_t,low_frequency_shading,low_frequency_shading,331,339,299,0.9033232628398792,0.8925373134328358,0.10664034677812687,1.169863205290957,1.06322285851283,322,0.972809667673716,321,0.9968944099378882,290,0.9034267912772586,38,0.59375,0.4086723170653292,0,0,0.0
G7,60_r_t,identity,identity,305,305,305,1.0,1.0,0.0,1.1627946019172668,1.1627946019172668,305,1.0,305,1.0,305,1.0,37,0.578125,0.39631804233824874,0,0,0.0
G7,60_r_t,gamma_075,gamma,305,300,261,0.8557377049180328,0.8628099173553719,0.12537616451352948,1.1665162060452603,1.041140041531731,284,0.9311475409836065,280,0.9859154929577465,248,0.8857142857142857,36,0.5625,0.3857132746413466,0,0,0.0
G7,60_r_t,gamma_135,gamma,305,312,265,0.8688524590163934,0.8589951377633711,0.13457726032104134,1.161043576924306,1.0264663166032646,289,0.9475409836065574,288,0.9965397923875432,251,0.8715277777777778,36,0.5625,0.3957867825145748,0,0,0.0
G7,60_r_t,darker_contrast,brightness_contrast,305,302,270,0.8852459016393442,0.8896210873146623,0.11898218656855601,1.1621722938837828,1.0431901073152268,290,0.9508196721311475,290,1.0,256,0.8827586206896552,37,0.578125,0.39449485775320076,0,0,0.0
G7,60_r_t,gaussian_blur_12,gaussian_blur,305,304,276,0.9049180327868852,0.9064039408866995,0.08749428562873947,1.1638540470081826,1.0763597613794431,294,0.9639344262295082,293,0.9965986394557823,268,0.9146757679180887,36,0.5625,0.39411552997828075,0,0,0.0
