dataset,image,perturbation_type,perturbation,mask_iou,skeleton_f1,junction_repeatability,valid_fraction
Lab4,Image_13R.jpg,affine,scale_105,0.8358091191867082,0.9459669721670527,0.7455070972428195,0.908447265625
Lab4,im0002.ppm,photometric,brightness_minus30,0.9331452528408771,0.9898027380320886,0.8735679275638868,1.0
Lab4,im0002.ppm,photometric,brightness_plus30,0.9312775429445094,0.9887990920144384,0.8768943341730266,1.0
Lab4,im0002.ppm,photometric,contrast_070,0.6672691349154674,0.8589406518552681,0.6950933172787477,1.0
Lab4,im0002.ppm,photometric,contrast_130,0.9477074564880043,0.9920008181886389,0.8927230571790137,1.0
Lab4,im0002.ppm,photometric,gaussian_blur,0.47819557298963294,0.6194592683960024,0.5645756121271037,1.0
Lab4,im0002.ppm,affine,rotate_minus10_translate,0.6417211121178883,0.8220770961777151,0.6566309191087094,0.9226226806640625
Lab4,im0002.ppm,affine,rotate_plus10_translate,0.6356770300059024,0.8202997132212354,0.6441274680603949,0.9226226806640625
Lab4,im0002.ppm,affine,scale_095,0.6937835932681293,0.8541774314950058,0.6672027424363167,1.0
Lab4,im0002.ppm,affine,scale_105,0.60020916524054,0.7958239556361758,0.6429865424430641,0.908447265625
Lab4,im0013.ppm,photometric,brightness_minus30,0.9673942701227831,0.9947545229820303,0.9219199754233965,1.0
Lab4,im0013.ppm,photometric,brightness_plus30,0.9598273531199226,0.9927951570290227,0.9188758414138718,1.0
Lab4,im0013.ppm,photometric,contrast_070,0.9235176728412444,0.9836005359050575,0.8502874979162376,1.0
Lab4,im0013.ppm,photometric,contrast_130,0.9559010740461507,0.9925431981564703,0.9019277253159964,1.0
Lab4,im0013.ppm,photometric,gaussian_blur,0.5523018319424605,0.7116927698486962,0.6066348728246318,1.0
Lab4,im0013.ppm,affine,rotate_minus10_translate,0.7731097835164129,0.9059704900422395,0.7294035175332558,0.9226226806640625
Lab4,im0013.ppm,affine,rotate_plus10_translate,0.7306666666666667,0.8754637352741512,0.7003912371543499,0.9226226806640625
Lab4,im0013.ppm,affine,scale_095,0.7647940166150997,0.8955432131155853,0.7113916428748355,1.0
Lab4,im0013.ppm,affine,scale_105,0.7120723636980669,0.8810079628995957,0.7132780607285876,0.908447265625
Lab4,im0021.ppm,photometric,brightness_minus30,0.9734355794455961,0.996368437603776,0.923699026185274,1.0
Lab4,im0021.ppm,photometric,brightness_plus30,0.980378351336829,0.9973487923828875,0.9360539482915325,1.0
Lab4,im0021.ppm,photometric,contrast_070,0.9242399432345396,0.9850078593951662,0.8486076910620857,1.0
Lab4,im0021.ppm,photometric,contrast_130,0.9344118933100131,0.9873742536837397,0.8517652379812168,1.0
Lab4,im0021.ppm,photometric,gaussian_blur,0.7545339286698638,0.8925754519452351,0.7203939215070002,1.0
Lab4,im0021.ppm,affine,rotate_minus10_translate,0.8243029732360874,0.9274562318238817,0.7472461046769598,0.9226226806640625
Lab4,im0021.ppm,affine,rotate_plus10_translate,0.6425553115716052,0.8533248707027586,0.6914255287896592,0.9226226806640625
Lab4,im0021.ppm,affine,scale_095,0.8496922235744395,0.9567901259297681,0.7719466860275972,1.0
Lab4,im0021.ppm,affine,scale_105,0.8684324324324324,0.9754261048677418,0.7974487897754629,0.908447265625
Lab4,im0027.ppm,photometric,brightness_minus30,0.9813557332796807,0.9981505234778528,0.9576712518144743,1.0
Lab4,im0027.ppm,photometric,brightness_plus30,0.9862362910426389,0.9980981799627043,0.9579653649302391,1.0
Lab4,im0027.ppm,photometric,contrast_070,0.8953018098479998,0.974622928838259,0.8092838874680307,1.0
Lab4,im0027.ppm,photometric,contrast_130,0.966053820002368,0.9947368780578885,0.9037355455002514,1.0
Lab4,im0027.ppm,photometric,gaussian_blur,0.760190603577997,0.875132268894061,0.7072349955210511,1.0
Lab4,im0027.ppm,affine,rotate_minus10_translate,0.7497030233063963,0.8982677628536154,0.7094827445541323,0.9226226806640625
Lab4,im0027.ppm,affine,rotate_plus10_translate,0.6607800101300016,0.8485350993414439,0.6796651522799932,0.9226226806640625
Lab4,im0027.ppm,affine,scale_095,0.8865384615384615,0.9737578767660051,0.7852970514889248,1.0
Lab4,im0027.ppm,affine,scale_105,0.8355298367674605,0.9593755769693268,0.7613125046715001,0.908447265625
Lab4,im0043.ppm,photometric,brightness_minus30,0.9712453684187171,0.9924213086846642,0.9355973205802748,1.0
Lab4,im0043.ppm,photometric,brightness_plus30,0.9708077551561188,0.9932588892442198,0.9331871022555531,1.0
Lab4,im0043.ppm,photometric,contrast_070,0.8451271000087959,0.9357900583042277,0.7710136901118334,1.0
Lab4,im0043.ppm,photometric,contrast_130,0.9396199799089491,0.9778592065813335,0.8818040042261805,1.0
Lab4,im0043.ppm,photometric,gaussian_blur,0.6746622305150282,0.8108753389118507,0.6455836756202333,1.0
Lab4,im0043.ppm,affine,rotate_minus10_translate,0.8046299315291816,0.9082498556759192,0.7504549308790884,0.9226226806640625
Lab4,im0043.ppm,affine,rotate_plus10_translate,0.7915962327940111,0.8962587854343335,0.7507487742993952,0.9226226806640625
Lab4,im0043.ppm,affine,scale_095,0.8253123705270503,0.9195699970837504,0.7349057614050118,1.0
Lab4,im0043.ppm,affine,scale_105,0.7828746177370031,0.858814663013285,0.7476023723894252,0.908447265625
Lab4,im0044.ppm,photometric,brightness_minus30,0.9768185767316958,0.9961819716341136,0.9378814340101794,1.0
Lab4,im0044.ppm,photometric,brightness_plus30,0.9067716594908981,0.9743232798779168,0.870914035943863,1.0
Lab4,im0044.ppm,photometric,contrast_070,0.8718038121803812,0.96898348205969,0.7716867972837582,1.0
Lab4,im0044.ppm,photometric,contrast_130,0.8777608253414705,0.9683233398624812,0.8155333743036695,1.0
Lab4,im0044.ppm,photometric,gaussian_blur,0.8085674732388325,0.9172106182634974,0.7272938893189289,1.0
Lab4,im0044.ppm,affine,rotate_minus10_translate,0.8009265437629878,0.9239062446984223,0.7504698561085532,0.9226226806640625
Lab4,im0044.ppm,affine,rotate_plus10_translate,0.8170344279843917,0.9229507491701265,0.7626432177990585,0.9226226806640625
Lab4,im0044.ppm,affine,scale_095,0.7795549041785481,0.9330663223233215,0.7276807359407118,1.0
Lab4,im0044.ppm,affine,scale_105,0.8012485948289706,0.9488174604983816,0.7569279381248821,0.908447265625
Lab4,im0058.ppm,photometric,brightness_minus30,0.9555014006088095,0.9854860736824079,0.8728641815468163,1.0
Lab4,im0058.ppm,photometric,brightness_plus30,0.9745866584365769,0.993494127189833,0.9158243020247971,1.0
Lab4,im0058.ppm,photometric,contrast_070,0.9064167356354224,0.970703627048156,0.8112833310697632,1.0
Lab4,im0058.ppm,photometric,contrast_130,0.9449788841584074,0.9819620994900741,0.8592750805516762,1.0
Lab4,im0058.ppm,photometric,gaussian_blur,0.312651123780972,0.48151486392321013,0.525138260432378,1.0
Lab4,im0058.ppm,affine,rotate_minus10_translate,0.40247427681982656,0.6787130166832293,0.5643214176155331,0.9226226806640625
Lab4,im0058.ppm,affine,rotate_plus10_translate,0.40474959186363685,0.6737870196443124,0.570310969139705,0.9226226806640625
Lab4,im0058.ppm,affine,scale_095,0.6672240223173288,0.849725736473206,0.6793003776610333,1.0
Lab4,im0058.ppm,affine,scale_105,0.7534857780256553,0.9166070815435411,0.7425793220122574,0.908447265625
Lab4,im0071.ppm,photometric,brightness_minus30,0.9672869387573834,0.9919618449360078,0.9010624713444224,1.0
Lab4,im0071.ppm,photometric,brightness_plus30,0.9728195053688204,0.9932275700260729,0.9175732472774858,1.0
Lab4,im0071.ppm,photometric,contrast_070,0.7911620681196682,0.9243073927347571,0.7171386461061127,1.0
Lab4,im0071.ppm,photometric,contrast_130,0.9169369399491775,0.9750369778749606,0.8025642234762151,1.0
Lab4,im0071.ppm,photometric,gaussian_blur,0.3622541460379298,0.5490346973626209,0.5248435555100858,1.0
Lab4,im0071.ppm,affine,rotate_minus10_translate,0.7758554288253592,0.9115844953731816,0.7353505115574082,0.9226226806640625
Lab4,im0071.ppm,affine,rotate_plus10_translate,0.5927052296311518,0.8268029341294212,0.671188243982426,0.9226226806640625
Lab4,im0071.ppm,affine,scale_095,0.7660713505960438,0.9052898657085338,0.7064496829388466,1.0
Lab4,im0071.ppm,affine,scale_105,0.6955970959569078,0.8886779914960485,0.708466718392291,0.908447265625
Lab4,im0095.ppm,photometric,brightness_minus30,0.7615963883286769,0.8634435596475839,0.7750177981416915,1.0
Lab4,im0095.ppm,photometric,brightness_plus30,0.961723206244371,0.9950698047620975,0.9175742407203904,1.0
Lab4,im0095.ppm,photometric,contrast_070,0.847581536369046,0.962383365232538,0.7943451886759079,1.0
Lab4,im0095.ppm,photometric,contrast_130,0.7534446103044284,0.8649777733664868,0.7567604102664407,1.0
Lab4,im0095.ppm,photometric,gaussian_blur,0.414923417306834,0.5359184794388211,0.5280562017668686,1.0
Lab4,im0095.ppm,affine,rotate_minus10_translate,0.33405146876649466,0.5214167532310929,0.516322679682878,0.9226226806640625
Lab4,im0095.ppm,affine,rotate_plus10_translate,0.680670472933777,0.8546702471073478,0.7011403567147154,0.9226226806640625
Lab4,im0095.ppm,affine,scale_095,0.6062374916611074,0.7974754918023815,0.6390933309466773,1.0
Lab4,im0095.ppm,affine,scale_105,0.5562307482765124,0.78182366078447,0.6208097191345461,0.908447265625
Lab4,im0097.ppm,photometric,brightness_minus30,0.9570711214677213,0.9844434704784676,0.9132585525184803,1.0
Lab4,im0097.ppm,photometric,brightness_plus30,0.9349703229267966,0.9881180219762747,0.837134203901825,1.0
Lab4,im0097.ppm,photometric,contrast_070,0.7610382011201203,0.9011861958347559,0.7018101092896174,1.0
Lab4,im0097.ppm,photometric,contrast_130,0.9448007822858658,0.981983584490739,0.8811301534036433,1.0
Lab4,im0097.ppm,photometric,gaussian_blur,0.6541045550803471,0.7984993251119332,0.6389587525150906,1.0
Lab4,im0097.ppm,affine,rotate_minus10_translate,0.8655960164813312,0.9530490876950454,0.757486046270502,0.9226226806640625
Lab4,im0097.ppm,affine,rotate_plus10_translate,0.8626782143087542,0.9499175619926052,0.7672616836631323,0.9226226806640625
Lab4,im0097.ppm,affine,scale_095,0.8201365270822003,0.9284398469604649,0.7155091664996995,1.0
Lab4,im0097.ppm,affine,scale_105,0.8630305085293096,0.9626119565013634,0.7696414998081353,0.908447265625
Lab4,im0103.ppm,photometric,brightness_minus30,0.9506383684297794,0.9927284979703385,0.9035928143712575,1.0
Lab4,im0103.ppm,photometric,brightness_plus30,0.9688022002125972,0.9966103867338864,0.9271986865500546,1.0
Lab4,im0103.ppm,photometric,contrast_070,0.7474911577059112,0.9151970994161382,0.7306363209410056,1.0
Lab4,im0103.ppm,photometric,contrast_130,0.9365735953119614,0.9895014284851203,0.8784040703067817,1.0
Lab4,im0103.ppm,photometric,gaussian_blur,0.48111852231913804,0.603477986704989,0.5631667179236692,1.0
Lab4,im0103.ppm,affine,rotate_minus10_translate,0.6791701823251036,0.8278692462841358,0.6488585558549731,0.9226226806640625
Lab4,im0103.ppm,affine,rotate_plus10_translate,0.4635461296772351,0.6500999896041437,0.5032406820049755,0.9226226806640625
Lab4,im0103.ppm,affine,scale_095,0.6338011793040446,0.7981914585944279,0.6260563618525661,1.0
Lab4,im0103.ppm,affine,scale_105,0.47869520113728053,0.6682677768747072,0.514912326707575,0.908447265625
Lab4,im0134.ppm,photometric,brightness_minus30,0.7893900941465412,0.9361922235955749,0.7084147858216796,1.0
Lab4,im0134.ppm,photometric,brightness_plus30,0.9749016151512667,0.9953108161170969,0.9346902682311049,1.0
Lab4,im0134.ppm,photometric,contrast_070,0.8763239019625797,0.9681679675503816,0.7876287774725275,1.0
Lab4,im0134.ppm,photometric,contrast_130,0.8509572484958786,0.9629278349840007,0.7586070179820179,1.0
Lab4,im0134.ppm,photometric,gaussian_blur,0.6245908346972177,0.7333456845548363,0.6025320766491127,1.0
Lab4,im0134.ppm,affine,rotate_minus10_translate,0.8214596133673011,0.9298097165081773,0.7514663945242712,0.9226226806640625
Lab4,im0134.ppm,affine,rotate_plus10_translate,0.8202499231793506,0.9264232472118777,0.7306340503689903,0.9226226806640625
Lab4,im0134.ppm,affine,scale_095,0.6513756351900517,0.8633063437077394,0.6792128667128667,1.0
Lab4,im0134.ppm,affine,scale_105,0.5648629899410337,0.7738012842949696,0.6162600163564447,0.908447265625
Lab4,im0155.ppm,photometric,brightness_minus30,0.9497002472737623,0.9884163740907179,0.8793717969321977,1.0
Lab4,im0155.ppm,photometric,brightness_plus30,0.9756661117630471,0.9949775855405684,0.9313744259392465,1.0
Lab4,im0155.ppm,photometric,contrast_070,0.8626559901111586,0.9631339218676753,0.7886235233692861,1.0
Lab4,im0155.ppm,photometric,contrast_130,0.9355701050897075,0.9837787565568795,0.8638902778516588,1.0
Lab4,im0155.ppm,photometric,gaussian_blur,0.46456265929179547,0.6108083999138237,0.564627683873915,1.0
Lab4,im0155.ppm,affine,rotate_minus10_translate,0.24011792061119416,0.44208977503348795,0.4640332027865387,0.9226226806640625
Lab4,im0155.ppm,affine,rotate_plus10_translate,0.2851270398677959,0.5013234104206576,0.498623031932153,0.9226226806640625
Lab4,im0155.ppm,affine,scale_095,0.6910446697432425,0.8638414337173722,0.7015615774733177,1.0
Lab4,im0155.ppm,affine,scale_105,0.3336795554080245,0.5778321530013849,0.5185425140073666,0.908447265625
Lab4,im0193.ppm,photometric,brightness_minus30,0.9220384013868215,0.9817255966760754,0.8649286509477256,1.0
Lab4,im0193.ppm,photometric,brightness_plus30,0.9720573094576,0.9967889252692839,0.9318772707108482,1.0
Lab4,im0193.ppm,photometric,contrast_070,0.7806068960161529,0.9376352840596628,0.7417149570431874,1.0
Lab4,im0193.ppm,photometric,contrast_130,0.9119277142560404,0.9785980828505374,0.8556055083474225,1.0
Lab4,im0193.ppm,photometric,gaussian_blur,0.4698154306941284,0.6101581922146637,0.5610482139371462,1.0
Lab4,im0193.ppm,affine,rotate_minus10_translate,0.7049833183286554,0.878405952313046,0.7075803694884006,0.9226226806640625
Lab4,im0193.ppm,affine,rotate_plus10_translate,0.5890820352393545,0.7945918335082709,0.6467338355246578,0.9226226806640625
Lab4,im0193.ppm,affine,scale_095,0.6821365942402731,0.856931767094018,0.6875521326297319,1.0
Lab4,im0193.ppm,affine,scale_105,0.6927375528352637,0.8717683859441435,0.7123568882912756,0.908447265625
Lab4,im0237.ppm,photometric,brightness_minus30,0.8760566775132138,0.9156460783827519,0.8305316638537326,1.0
Lab4,im0237.ppm,photometric,brightness_plus30,0.9780788525400975,0.9966322379467625,0.9328384637455425,1.0
Lab4,im0237.ppm,photometric,contrast_070,0.7733607855559075,0.8692368676788852,0.6822057316145732,1.0
Lab4,im0237.ppm,photometric,contrast_130,0.848473890961687,0.9109368258857362,0.7711470263864832,1.0
Lab4,im0237.ppm,photometric,gaussian_blur,0.7101735921027071,0.786906618881906,0.6319893029165804,1.0
Lab4,im0237.ppm,affine,rotate_minus10_translate,0.805091404326646,0.8857120902557897,0.7279674999892298,0.9226226806640625
Lab4,im0237.ppm,affine,rotate_plus10_translate,0.7890523018014098,0.8757165093087641,0.7114534188774239,0.9226226806640625
Lab4,im0237.ppm,affine,scale_095,0.7888257257223587,0.8719297096217097,0.679971494456882,1.0
Lab4,im0237.ppm,affine,scale_105,0.7851111783900158,0.881710441706919,0.7047218841485478,0.908447265625
Lab4,im0255.ppm,photometric,brightness_minus30,0.9711985038183801,0.995177317562409,0.9211709790136868,1.0
Lab4,im0255.ppm,photometric,brightness_plus30,0.9811927326038012,0.9970338425942384,0.9435664321090106,1.0
Lab4,im0255.ppm,photometric,contrast_070,0.8310019621495032,0.9409940681303581,0.7305913649943739,1.0
Lab4,im0255.ppm,photometric,contrast_130,0.9630391842559749,0.9925362211944894,0.9090986764431741,1.0
Lab4,im0255.ppm,photometric,gaussian_blur,0.6471280897003043,0.7542976202784063,0.5860937763535166,1.0
Lab4,im0255.ppm,affine,rotate_minus10_translate,0.8085696770238441,0.9175066334816394,0.6968440044411548,0.9226226806640625
Lab4,im0255.ppm,affine,rotate_plus10_translate,0.831496030174839,0.9301700056784896,0.7273908505260624,0.9226226806640625
Lab4,im0255.ppm,affine,scale_095,0.7962902301203832,0.9103860079538946,0.6931103487707262,1.0
Lab4,im0255.ppm,affine,scale_105,0.839022954679223,0.9480073220077717,0.722793597737353,0.908447265625
Lab4,im0291.ppm,photometric,brightness_minus30,0.9565015561533998,0.9904591363400524,0.9149208164364304,1.0
Lab4,im0291.ppm,photometric,brightness_plus30,0.9196381283844399,0.9864738301966162,0.846422446232285,1.0
Lab4,im0291.ppm,photometric,contrast_070,0.7120197810266267,0.9009704940463066,0.698491426014862,1.0
Lab4,im0291.ppm,photometric,contrast_130,0.9279747460648099,0.9867829821137649,0.865348248221739,1.0
Lab4,im0291.ppm,photometric,gaussian_blur,0.3699459319733753,0.49714246087792185,0.5088773314203731,1.0
Lab4,im0291.ppm,affine,rotate_minus10_translate,0.45680946136286366,0.6696763223332579,0.5568840579710145,0.9226226806640625
Lab4,im0291.ppm,affine,rotate_plus10_translate,0.33753703837537036,0.5233483250859333,0.4994296345254706,0.9226226806640625
Lab4,im0291.ppm,affine,scale_095,0.6548992649780551,0.8409780742933024,0.650044824813538,1.0
Lab4,im0291.ppm,affine,scale_105,0.43061752420732863,0.6251734152583522,0.5207787201233616,0.908447265625
Lab4,im0326.ppm,photometric,brightness_minus30,0.9436013972880593,0.9812326967214505,0.8888847322125788,1.0
Lab4,im0326.ppm,photometric,brightness_plus30,0.9696231551798252,0.9937467910005336,0.9174835832444528,1.0
Lab4,im0326.ppm,photometric,contrast_070,0.8570187889880841,0.960057548567704,0.7930141958986369,1.0
Lab4,im0326.ppm,photometric,contrast_130,0.9310899658778816,0.9781094881222778,0.8666384340297384,1.0
Lab4,im0326.ppm,photometric,gaussian_blur,0.5217927401124666,0.6426510792480645,0.5768396725631223,1.0
Lab4,im0326.ppm,affine,rotate_minus10_translate,0.7401930894308943,0.8875744022442899,0.7109182801041263,0.9226226806640625
Lab4,im0326.ppm,affine,rotate_plus10_translate,0.7315015909894439,0.8839069671261345,0.7225057787844924,0.9226226806640625
Lab4,im0326.ppm,affine,scale_095,0.718814760952554,0.8737879037495221,0.7027799736495388,1.0
Lab4,im0326.ppm,affine,scale_105,0.6188126295784382,0.8093897314297016,0.6561003452752334,0.908447265625
Lab4,im0328.ppm,photometric,brightness_minus30,0.9611551880705443,0.9914715555333891,0.9012904698599418,1.0
Lab4,im0328.ppm,photometric,brightness_plus30,0.9736246991812894,0.9966496687717917,0.9274822409324686,1.0
Lab4,im0328.ppm,photometric,contrast_070,0.770867470171989,0.9067420447039314,0.7070046910721178,1.0
Lab4,im0328.ppm,photometric,contrast_130,0.944932066851028,0.9880715100749602,0.8694610929202697,1.0
Lab4,im0328.ppm,photometric,gaussian_blur,0.600192244515556,0.6957447239004437,0.5964615008853881,1.0
Lab4,im0328.ppm,affine,rotate_minus10_translate,0.7775563333790062,0.8981241885231747,0.7195640177924502,0.9226226806640625
Lab4,im0328.ppm,affine,rotate_plus10_translate,0.7274406230223818,0.8501393620812259,0.6790918179623663,0.9226226806640625
Lab4,im0328.ppm,affine,scale_095,0.729467915856461,0.8575518944842967,0.6768441303302275,1.0
Lab4,im0328.ppm,affine,scale_105,0.7471081821251266,0.8732439927865331,0.6987302578650971,0.908447265625
Lab4,im0330.ppm,photometric,brightness_minus30,0.8873435152729093,0.9511832276214746,0.8401431536334768,1.0
Lab4,im0330.ppm,photometric,brightness_plus30,0.8492744618331974,0.963593754334505,0.7527361102427592,1.0
Lab4,im0330.ppm,photometric,contrast_070,0.7270219290929388,0.8878700718270396,0.6856924849637476,1.0
Lab4,im0330.ppm,photometric,contrast_130,0.874505377435065,0.9445321477572334,0.8270289078738932,1.0
Lab4,im0330.ppm,photometric,gaussian_blur,0.5946803225436619,0.7051919612980442,0.5913211495198238,1.0
Lab4,im0330.ppm,affine,rotate_minus10_translate,0.7760379133026346,0.9032829895349407,0.7379247804505535,0.9226226806640625
Lab4,im0330.ppm,affine,rotate_plus10_translate,0.7098556061633879,0.8496491789667653,0.6645671937457993,0.9226226806640625
Lab4,im0330.ppm,affine,scale_095,0.6782311724972275,0.817569549844839,0.6359246239185519,1.0
Lab4,im0330.ppm,affine,scale_105,0.7674679254737009,0.8979857986949391,0.6902448463475862,0.908447265625
FIRE,A05_2.jpg,photometric,brightness_minus30,0.981112494811125,0.997928627517238,0.9494478387998437,1.0
FIRE,A05_2.jpg,photometric,brightness_plus30,0.9819304666056725,0.9974872915843324,0.9511255634201465,1.0
FIRE,A05_2.jpg,photometric,contrast_070,0.8584697863851717,0.966544722781516,0.810059988346213,1.0
FIRE,A05_2.jpg,photometric,contrast_130,0.9272706047163204,0.9859197071470257,0.8590240404756534,1.0
FIRE,A05_2.jpg,photometric,gaussian_blur,0.6845109311574046,0.818140451322611,0.7071683796942174,1.0
FIRE,A05_2.jpg,affine,rotate_minus10_translate,0.8522831272514848,0.951384654506903,0.7518065506019773,0.9226226806640625
FIRE,A05_2.jpg,affine,rotate_plus10_translate,0.834931695241588,0.9374900631054307,0.7867188468051712,0.9226226806640625
FIRE,A05_2.jpg,affine,scale_095,0.8237268495394882,0.9432223487965752,0.7663417172940459,1.0
FIRE,A05_2.jpg,affine,scale_105,0.4765498431187581,0.7386833395407564,0.6251444654973151,0.908447265625
FIRE,A13_1.jpg,photometric,brightness_minus30,0.9861624135150845,0.9989462586463063,0.9419350008556271,1.0
FIRE,A13_1.jpg,photometric,brightness_plus30,0.9870051829039285,0.9987364763177362,0.9501011063263167,1.0
FIRE,A13_1.jpg,photometric,contrast_070,0.8748205515678126,0.9609549514892691,0.7403793964394269,1.0
FIRE,A13_1.jpg,photometric,contrast_130,0.9567192817319528,0.9936787579017671,0.8762033036153805,1.0
FIRE,A13_1.jpg,photometric,gaussian_blur,0.6678366305041481,0.7872539264954189,0.5878034162421337,1.0
FIRE,A13_1.jpg,affine,rotate_minus10_translate,0.8546611026343365,0.9492371084455191,0.7532787346617134,0.9226226806640625
FIRE,A13_1.jpg,affine,rotate_plus10_translate,0.8758327631531564,0.959591919509485,0.7538235656073948,0.9226226806640625
FIRE,A13_1.jpg,affine,scale_095,0.8570357639142836,0.9523339797424275,0.6987480539699014,1.0
FIRE,A13_1.jpg,affine,scale_105,0.835806948109059,0.9516276600199848,0.7299573509679893,0.908447265625
FIRE,P31_2.jpg,photometric,brightness_minus30,0.9850801807389031,0.9977936609930358,0.9586138793818331,1.0
FIRE,P31_2.jpg,photometric,brightness_plus30,0.9860180754917597,0.998092127126409,0.9609932905221881,1.0
FIRE,P31_2.jpg,photometric,contrast_070,0.8423465201726537,0.9513352472816616,0.7148954332052924,1.0
FIRE,P31_2.jpg,photometric,contrast_130,0.9825151311365165,0.9985951011250978,0.9409561381392367,1.0
FIRE,P31_2.jpg,photometric,gaussian_blur,0.6429713595337929,0.776673489136482,0.6037375360562807,1.0
FIRE,P31_2.jpg,affine,rotate_minus10_translate,0.8477079559704612,0.9432127196626545,0.7276046853511642,0.9226226806640625
FIRE,P31_2.jpg,affine,rotate_plus10_translate,0.8153783836142372,0.9252471915655456,0.7103890636307967,0.9226226806640625
FIRE,P31_2.jpg,affine,scale_095,0.828888113108745,0.9279530128033231,0.6980929150007942,1.0
FIRE,P31_2.jpg,affine,scale_105,0.8117608123878699,0.9364932258994736,0.7093401595827737,0.908447265625
FIRE,P35_2.jpg,photometric,brightness_minus30,0.9854691733026845,0.9974713466986593,0.9508550236715844,1.0
FIRE,P35_2.jpg,photometric,brightness_plus30,0.9851799576570219,0.9973760831924856,0.9549436795994993,1.0
FIRE,P35_2.jpg,photometric,contrast_070,0.8566515657551007,0.9493015646629472,0.6991466940136257,1.0
FIRE,P35_2.jpg,photometric,contrast_130,0.9553938627016767,0.9911972954099151,0.8793938957186496,1.0
FIRE,P35_2.jpg,photometric,gaussian_blur,0.644716036368428,0.7781288003159418,0.5873377520022094,1.0
FIRE,P35_2.jpg,affine,rotate_minus10_translate,0.8626662792199405,0.947932826972387,0.7364818267732625,0.9226226806640625
FIRE,P35_2.jpg,affine,rotate_plus10_translate,0.8691527589235806,0.9538380751214212,0.7642642417854855,0.9226226806640625
FIRE,P35_2.jpg,affine,scale_095,0.8623016189488795,0.9475951513100909,0.7267402727017902,1.0
FIRE,P35_2.jpg,affine,scale_105,0.850567087870306,0.9544355570027511,0.7427712825313484,0.908447265625
FIRE,P38_2.jpg,photometric,brightness_minus30,0.9713676745194938,0.9959812800397777,0.933583822007372,1.0
FIRE,P38_2.jpg,photometric,brightness_plus30,0.9702860605831053,0.9956729226739983,0.9302890077184205,1.0
FIRE,P38_2.jpg,photometric,contrast_070,0.8886874546773024,0.9747440344887445,0.8163857419176568,1.0
FIRE,P38_2.jpg,photometric,contrast_130,0.9689472355465791,0.9956500370611443,0.9254648958503209,1.0
FIRE,P38_2.jpg,photometric,gaussian_blur,0.5169210288594114,0.6681406708245614,0.5873358977978543,1.0
FIRE,P38_2.jpg,affine,rotate_minus10_translate,0.7303325184758704,0.8995819005811818,0.7224185605323846,0.9226226806640625
FIRE,P38_2.jpg,affine,rotate_plus10_translate,0.7688132870007099,0.9181853841295347,0.7409388796756137,0.9226226806640625
FIRE,P38_2.jpg,affine,scale_095,0.7635890041397274,0.9093824841062325,0.7315980410609566,1.0
FIRE,P38_2.jpg,affine,scale_105,0.29638935770769725,0.56056500240415,0.5180003159028722,0.908447265625
FIRE,P40_1.jpg,photometric,brightness_minus30,0.9851410773176988,0.997677459334783,0.9437412095639943,1.0
FIRE,P40_1.jpg,photometric,brightness_plus30,0.9848451530144768,0.9968230680559103,0.9534911440082003,1.0
FIRE,P40_1.jpg,photometric,contrast_070,0.9173556769526059,0.9769992120470086,0.8077440136298899,1.0
FIRE,P40_1.jpg,photometric,contrast_130,0.9796011625143943,0.9962468382968962,0.9298810893747602,1.0
FIRE,P40_1.jpg,photometric,gaussian_blur,0.617144122041652,0.7518475062050057,0.6077253754366861,1.0
FIRE,P40_1.jpg,affine,rotate_minus10_translate,0.8165558692286677,0.9181831927276831,0.7408115065148742,0.9226226806640625
FIRE,P40_1.jpg,affine,rotate_plus10_translate,0.8154177072130371,0.9238250658767432,0.7288495077355837,0.9226226806640625
FIRE,P40_1.jpg,affine,scale_095,0.828267063499265,0.9238026322288257,0.6957268517447168,1.0
FIRE,P40_1.jpg,affine,scale_105,0.725258493353028,0.8804877749725762,0.6560531043958278,0.908447265625
FIRE,P46_1.jpg,photometric,brightness_minus30,0.9873327475005389,0.9976267260454224,0.9506090953579418,1.0
FIRE,P46_1.jpg,photometric,brightness_plus30,0.9868963803528534,0.9967380823100653,0.9514079100265604,1.0
FIRE,P46_1.jpg,photometric,contrast_070,0.9211214579619851,0.9782275468229228,0.780976032239819,1.0
FIRE,P46_1.jpg,photometric,contrast_130,0.9819081388636925,0.997321709144098,0.9225545733731739,1.0
FIRE,P46_1.jpg,photometric,gaussian_blur,0.6234720047963228,0.7756033059978316,0.5673697916666667,1.0
FIRE,P46_1.jpg,affine,rotate_minus10_translate,0.8415472119936875,0.9261864424711022,0.7324275117243868,0.9226226806640625
FIRE,P46_1.jpg,affine,rotate_plus10_translate,0.8598029734292786,0.9431216281473024,0.7343599470134875,0.9226226806640625
FIRE,P46_1.jpg,affine,scale_095,0.8610395958937591,0.9404632093847047,0.6869000000000001,1.0
FIRE,P46_1.jpg,affine,scale_105,0.8377094517650887,0.9433025132890757,0.7132793065920398,0.908447265625
FIRE,S04_1.jpg,photometric,brightness_minus30,0.9867780862585558,0.9986286418946745,0.9433071968354226,1.0
FIRE,S04_1.jpg,photometric,brightness_plus30,0.9863096713770212,0.9985486600513787,0.9435483870967742,1.0
FIRE,S04_1.jpg,photometric,contrast_070,0.8742372459216007,0.9608218498035559,0.7425624508261212,1.0
