dataset,image,variant,mask_iou_to_baseline,skeleton_f1_to_baseline,junction_repeatability_to_baseline,baseline_area_fraction,variant_area_fraction,baseline_junction_count,variant_junction_count
Lab4,Image_13R.jpg,kernel_21,0.7916613065068052,0.9239064605361461,0.7270213963963964,0.10782538519965278,0.12830098470052084,925,960
Lab4,im0002.ppm,threshold_015,0.4030447227678308,0.6100395839107732,0.510082380652879,0.1506381564670139,0.3737504747178819,1510,2685
Lab4,im0002.ppm,threshold_035,0.3957456387169387,0.6142824055868542,0.5684691056387835,0.1506381564670139,0.05961439344618055,1510,515
Lab4,im0002.ppm,kernel_09,0.5112729216072681,0.8311571871009692,0.6806970457367549,0.1506381564670139,0.0794949001736111,1510,1024
Lab4,im0002.ppm,kernel_21,0.646421211993776,0.8404820639989364,0.668895480589059,0.1506381564670139,0.11486646864149305,1510,979
Lab4,im0013.ppm,threshold_015,0.3210722939407937,0.5336668753564171,0.49043367346938777,0.1343451605902778,0.418426513671875,1296,3528
Lab4,im0013.ppm,threshold_035,0.42476022211004544,0.6826949543075005,0.5835995016423151,0.1343451605902778,0.05706448025173611,1296,545
Lab4,im0013.ppm,kernel_09,0.4827156959157507,0.8155426095790431,0.6364247311827957,0.1343451605902778,0.06759813096788195,1296,837
Lab4,im0013.ppm,kernel_21,0.7565605291493617,0.9266075737992825,0.7400388735645395,0.1343451605902778,0.15606519911024305,1296,1289
Lab4,im0021.ppm,threshold_015,0.44135552952434376,0.6944314622424661,0.5976445469582506,0.09070841471354167,0.20552232530381945,737,1543
Lab4,im0021.ppm,threshold_035,0.44534783746402,0.724341538614092,0.6469356216194233,0.09070841471354167,0.040396796332465276,737,367
Lab4,im0021.ppm,kernel_09,0.37843908959269296,0.7388295777050391,0.6283917456625345,0.09070841471354167,0.035178290473090276,737,441
Lab4,im0021.ppm,kernel_21,0.747642548691284,0.9351743336066188,0.7786232165492987,0.09070841471354167,0.11101786295572917,737,821
Lab4,im0027.ppm,threshold_015,0.5067394260728857,0.7350218939540182,0.620964410842707,0.09981621636284722,0.19697740342881945,850,1595
Lab4,im0027.ppm,threshold_035,0.5515847402928288,0.7928983870746683,0.6382259198500118,0.09981621636284722,0.05505710177951389,850,502
Lab4,im0027.ppm,kernel_09,0.6493150223837895,0.9089041144193628,0.7367038392781136,0.09981621636284722,0.0663333468967014,850,691
Lab4,im0027.ppm,kernel_21,0.8240521077529935,0.9470328148135793,0.7730800567866181,0.09981621636284722,0.1204867892795139,850,953
Lab4,im0043.ppm,threshold_015,0.3129360485685578,0.4844570033107248,0.526572208084004,0.074981689453125,0.23960706922743055,609,2077
Lab4,im0043.ppm,threshold_035,0.5399764844209288,0.7500094924320223,0.6207671097066022,0.074981689453125,0.040488349066840276,609,318
Lab4,im0043.ppm,kernel_09,0.4931870502105067,0.7942551691205268,0.6347858333180728,0.074981689453125,0.047083536783854164,609,538
Lab4,im0043.ppm,kernel_21,0.732416635577111,0.89516289796644,0.744573253681907,0.074981689453125,0.09034898546006945,609,583
Lab4,im0044.ppm,threshold_015,0.43902783166954745,0.681052753344175,0.5978034930414163,0.08440483940972222,0.1922539605034722,691,1563
Lab4,im0044.ppm,threshold_035,0.4908605174353206,0.7636350847421162,0.6093032871614638,0.08440483940972222,0.04143100314670139,691,385
Lab4,im0044.ppm,kernel_09,0.5625175400849408,0.8594589606252873,0.6825539485977028,0.08440483940972222,0.05718824598524305,691,632
Lab4,im0044.ppm,kernel_21,0.7799238957660999,0.9396373032778623,0.769738636621938,0.08440483940972222,0.10354783799913195,691,764
Lab4,im0058.ppm,threshold_015,0.450506050870794,0.5248454918426232,0.4081760521222405,0.18972269694010416,0.4211324055989583,1665,2453
Lab4,im0058.ppm,threshold_035,0.359168208180299,0.6270040855066779,0.5411976963701102,0.18972269694010416,0.0681423611111111,1665,754
Lab4,im0058.ppm,kernel_09,0.6235946810696569,0.8177217434651466,0.6584441665141438,0.18972269694010416,0.1853790283203125,1665,1772
Lab4,im0058.ppm,kernel_21,0.6695380111314867,0.8538499788164914,0.6833538574545769,0.18972269694010416,0.1622077094184028,1665,1390
Lab4,im0071.ppm,threshold_015,0.4577343372590828,0.524898462418601,0.40293320329526205,0.1863488091362847,0.4071112738715278,1582,2564
Lab4,im0071.ppm,threshold_035,0.4142185182826417,0.6855346968423314,0.5655611455167376,0.1863488091362847,0.07718912760416667,1582,829
Lab4,im0071.ppm,kernel_09,0.7230631387816269,0.8927374589897599,0.6826600846828407,0.1863488091362847,0.18208482530381945,1582,1764
Lab4,im0071.ppm,kernel_21,0.8176458662774196,0.9340363892470069,0.7430479417727244,0.1863488091362847,0.1936679416232639,1582,1627
Lab4,im0095.ppm,threshold_015,0.4145119810427291,0.6411744497119211,0.5187204189859054,0.1773495144314236,0.4278513590494792,1889,2793
Lab4,im0095.ppm,threshold_035,0.32094068161177763,0.5230321429291234,0.53245633610566,0.1773495144314236,0.05691867404513889,1889,529
Lab4,im0095.ppm,kernel_09,0.5645915916664589,0.8608927997931792,0.7013651431258904,0.1773495144314236,0.14185078938802084,1889,1864
Lab4,im0095.ppm,kernel_21,0.7268778353205668,0.913810584599514,0.724798283044186,0.1773495144314236,0.18729146321614584,1889,1754
Lab4,im0097.ppm,threshold_015,0.41000440328595217,0.6383393347649503,0.5378459137451943,0.2020687527126736,0.4928453233506944,1680,3753
Lab4,im0097.ppm,threshold_035,0.550044049167261,0.7740384909239486,0.6200116856558575,0.2020687527126736,0.11114671495225695,1680,978
Lab4,im0097.ppm,kernel_09,0.5326890847389792,0.8263310959220969,0.6525258799171842,0.2020687527126736,0.10958353678385417,1680,1150
Lab4,im0097.ppm,kernel_21,0.7415037273160814,0.903100403898528,0.7296743697478991,0.2020687527126736,0.2684665256076389,1680,2040
Lab4,im0103.ppm,threshold_015,0.363379894893208,0.576731877197325,0.47524706188437793,0.09870741102430555,0.271636962890625,1002,1964
Lab4,im0103.ppm,threshold_035,0.3055822741326005,0.48869577878121956,0.47598855153129865,0.09870741102430555,0.030163235134548612,1002,227
Lab4,im0103.ppm,kernel_09,0.47980104845204957,0.796714643190842,0.6209014719099812,0.09870741102430555,0.07884894476996528,1002,1026
Lab4,im0103.ppm,kernel_21,0.7473155803715237,0.9346373739894698,0.7695261852808828,0.09870741102430555,0.1220058865017361,1002,1073
Lab4,im0134.ppm,threshold_015,0.38419733607455486,0.600130563272993,0.5305178312253784,0.16348436143663195,0.4255218505859375,1456,3339
Lab4,im0134.ppm,threshold_035,0.45258070872266065,0.687554364258703,0.5745192307692308,0.16348436143663195,0.0739898681640625,1456,616
Lab4,im0134.ppm,kernel_09,0.4807542961827197,0.7571008658144193,0.5954217153813928,0.16348436143663195,0.2147403293185764,1456,2387
Lab4,im0134.ppm,kernel_21,0.7652594280830455,0.9249806175828988,0.723342905255157,0.16348436143663195,0.17268541124131945,1456,1359
Lab4,im0155.ppm,threshold_015,0.4536733338068716,0.5669908436129613,0.4513757203941253,0.18408711751302084,0.4057701958550347,1650,2445
Lab4,im0155.ppm,threshold_035,0.3812063106125494,0.6390288715879354,0.5579455101473451,0.18408711751302084,0.0701751708984375,1650,654
Lab4,im0155.ppm,kernel_09,0.5767016902695294,0.8554178456410872,0.6902320225689447,0.18408711751302084,0.1377495659722222,1650,1579
Lab4,im0155.ppm,kernel_21,0.7604424516992823,0.9290464166239824,0.7430125571436839,0.18408711751302084,0.1993442111545139,1650,1571
Lab4,im0193.ppm,threshold_015,0.420788695745259,0.6061909225612492,0.47984747665598726,0.1732754177517361,0.4117872450086806,1692,2590
Lab4,im0193.ppm,threshold_035,0.33263536917085773,0.5722078091646045,0.5412926055600442,0.1732754177517361,0.057637532552083336,1692,553
Lab4,im0193.ppm,kernel_09,0.5090012019310582,0.7896362904310671,0.6278969913721687,0.1732754177517361,0.21199544270833334,1692,2106
Lab4,im0193.ppm,kernel_21,0.7003778601917291,0.9121999122558687,0.7456326589310989,0.1732754177517361,0.23871358235677084,1692,1874
Lab4,im0237.ppm,threshold_015,0.333119299872769,0.5529593929289585,0.511569279327891,0.09499443901909722,0.2851664225260417,787,2190
Lab4,im0237.ppm,threshold_035,0.48001070854899164,0.6585575566543929,0.5588858160799263,0.09499443901909722,0.045598347981770836,787,306
Lab4,im0237.ppm,kernel_09,0.38612133015941713,0.7165381182935785,0.5428909672894926,0.09499443901909722,0.06789991590711805,787,915
Lab4,im0237.ppm,kernel_21,0.7131867553848986,0.905243518846882,0.7286187407906192,0.09499443901909722,0.12588670518663195,787,902
Lab4,im0255.ppm,threshold_015,0.3729810552561604,0.5960823684723369,0.517259947015507,0.1602867974175347,0.4297451443142361,1452,3548
Lab4,im0255.ppm,threshold_035,0.5274219650733544,0.7293181867625294,0.5814396431091603,0.1602867974175347,0.08453877766927083,1452,691
Lab4,im0255.ppm,kernel_09,0.586467674303157,0.8566598377373689,0.6372425936799793,0.1602867974175347,0.09436882866753472,1452,943
